"Class_1","Class_2","Class_3","Class_4","Class_5","Class_6","model"
-7.2315610712689,-5.6432387202904,-2.35649501507125,-6.26690057660565,-5.15944933651769,-12.1563953543237,-2.95526714207142
-7.23639031463701,-12.592392080957,-9.48714954125858,-10.9753517059948,-35.9310667704757,-11.6314176066683,-8.0939441840788
-21.4691562415288,-35.9836972735792,-41.3087998819291,-42.8708874019276,-88.679996880429,-53.0850468225364,-24.1980865334617
-3.25389451905789,-2.57537946381657,-4.24317606705614,-5.80124621885914,-1.20709225674455,-2.99725703478596,-1.61278312193366
-13.5336604583873,-11.1154965097202,-24.0218373874687,-10.4845261760792,-25.1887184983771,-45.4801640790866,-11.6852643193935
-4.30427633715484,-6.1824275168274,-5.38212021027846,-7.95136657009655,-12.3634299983702,-6.43884835707535,-4.67767090793189
-13.9633183159428,-24.7020814946288,-13.5236991710249,-23.4337760670321,-60.7425098063365,-9.48996819018385,-12.5493287418189
-5.07790273965654,-3.30192237147707,-5.71194530315598,-5.53444763572513,-4.77563267025243,-4.42068790805973,-3.66877179685727
-2.81111253910438,-3.61447004233609,-5.19645636285193,-5.33813064595087,-6.37121160381402,-5.91834865797075,-3.17966683959007
-2.75853202838599,-1.9396478403896,-2.39248502964635,-4.56483941360869,-2.03079514947369,-4.01685031933143,-2.1345066313537
-3.13875118050949,-1.66582836009119,-3.94921052516594,-3.1188625757781,-0.79344059182125,-5.30268896772133,-1.18354303599401
-8.36710699630151,-4.50431717605328,-10.3397994239466,-6.60996440932342,-9.5815555142161,-11.4938787515123,-5.0896513089455
-5.05133545493769,-5.23546682557096,-3.32976944463728,-4.76299106219051,-10.1727334859592,-10.9873926626786,-3.90772921807136
-16.5521824348796,-12.293032759857,-8.981309129459,-14.8910763975466,-17.8702807651547,-33.4700557660676,-10.4708843043159
-5.76612818408369,-2.71189297404331,-8.54278142850283,-3.51416372020538,-4.10050808021749,-11.9626091615334,-3.28979127563286
-10.4242895052074,-5.73885017749163,-22.3444518897967,-13.9034046367127,-7.26892389373434,-17.519141123906,-6.94484549156029
-5.53879070161884,-9.41382555835573,-12.7415480289658,-8.45938120443783,-14.0817280191467,-13.5472787595592,-6.30928721723716
-5.21415373211903,-2.52705348999199,-9.85978325441129,-3.00262772259649,-3.78587969930529,-8.72578311058027,-2.85222295543245
-4.20498740943481,-1.74154084262077,-4.42131265724316,-6.07043129705364,-5.50775805903335,-2.73150141358851,-2.08989673255397
-6.1282915255546,-4.98769038446603,-8.51192914593138,-10.6649423891096,-1.93699239142439,-12.0695058950647,-2.79588795735925
-5.20897836386527,-3.00891516396412,-3.02067241684897,-7.39656799988178,-3.47187887003608,-8.05156472807472,-3.19435524493607
-2.69727604383366,-1.73757097431692,-1.51493904376775,-3.82067625985058,-3.00370686027545,-4.08610235702178,-1.75805531305318
-9.80679279226967,-15.5205761938116,-16.55771781683,-12.5786447922488,-28.5678502781627,-17.4758253845514,-10.7266171808169
