"step","user","system","elapsed","tot_cpu"
"ms",165.526,45.907,11693.089,211.433
"est",362.341,45.721,2986.918,408.062
"cv",759.444,91.838,6361.692,851.282
"psi_data",3.90699999999993,0.0789999999999793,4.01800000000003,3.9859999999999
"speedTest",52.8610000000001,0.689000000000021,202.666000000001,53.5500000000001
"psi_og",0.697999999999865,0,0.703000000001339,0.697999999999865
"feval_og",25.1130000000001,0,25.4149999999972,25.1130000000001
