"Class_1","Class_2","Class_3","Class_4","Class_5","Class_6","model"
-8.28719200862993,-14.1322459355635,-9.7617830911804,-7.55857992359801,-47.5739333545679,-12.4513486065767,-8.31712719460037
-2.33292333592244,-3.382733056638,-3.50078960767157,-5.66417825752403,-1.36593186868189,-8.13777063144265,-1.79670785000001
-15.0753594848331,-27.1894578668048,-12.9086196816922,-15.4916925424209,-80.2084180847037,-19.5063090849938,-14.2390088049051
-2.30668511136187,-4.25552751133098,-4.9183935297139,-4.35874074879154,-8.487673792517,-8.54911761789571,-2.62278434615626
-2.28810729514351,-2.56264598321319,-1.99135459944794,-3.90300917710936,-2.22620830017338,-5.61317708988466,-2.21882838498857
-2.73015776243492,-2.81376494076155,-2.42917618335891,-2.0434094093913,-8.96404830679813,-4.96220770003822,-2.37379252867474
-8.23018396056325,-6.88418517294125,-20.3962616973229,-17.8229595669402,-8.721097312932,-30.500339525119,-7.98822114022758
-6.63786930011738,-9.57433735564849,-13.8533106741727,-6.89398026602182,-18.4328368675998,-13.725491522985,-7.14819601199352
-2.90980387141752,-2.61382060365402,-3.87498557029653,-5.66566094633758,-6.15216692006001,-3.2278595631321,-2.90605239989484
-3.91391801183858,-3.3693148462049,-2.39874858734018,-6.72804651812593,-3.96361759481764,-14.1434253606362,-2.83006685067497
-29.0589696100341,-42.4900979089788,-27.360110922887,-20.4160617387358,-112.312777891979,-46.6035847836718,-22.7176837642426
-5.00050608843818,-4.74484834384912,-2.38333032479868,-4.87584501632495,-2.78885944810788,-13.068169804887,-2.93969664339569
-10.0888936267532,-8.66493797002442,-8.45880300243974,-13.1947347097439,-34.2975252432606,-13.3938818435012,-9.06268712951079
-1.9945384935241,-1.62094740664892,-3.62454733411028,-3.15379529044419,-1.06321881687646,-3.13327898301822,-1.46742496482341
-16.8529111753698,-12.784798590177,-24.2118286344995,-24.2832835922229,-29.4243880914627,-23.3399732064934,-14.8730267350034
-15.2875005368056,-14.2524374771081,-30.1416242250916,-22.6468541850818,-5.81437604188403,-58.8562993981034,-8.41015351970732
-7.5183808435868,-7.72779482543347,-5.89601284623751,-6.6551239648156,-11.1638474265565,-7.26838632829757,-6.62496642663468
-3.5720074317349,-1.86263446838729,-6.52873319877294,-3.36252565992022,-7.50313110135331,-6.17218308799348,-2.22153475634686
-10.3756608647676,-7.93951191611247,-19.1979014955489,-17.8165089716712,-4.62905328582857,-42.9346504449402,-6.60798793071595
-8.53762512709749,-12.0842593674188,-8.50565600555946,-14.8060756679688,-22.9238920402655,-21.532152514056,-9.27156181155376
-4.1273693557824,-2.49911846472694,-3.69681030684138,-1.81017908496336,-9.49128343374351,-5.62285424875676,-2.1748857702833
-7.65070144240335,-8.19544392094394,-8.26810930151604,-9.1689908156341,-4.78541913663593,-23.1375401695925,-6.28211327990703
-43.2417435880983,-54.9054231701239,-62.8661557552114,-82.40276952744,-50.0106545346977,-109.180342758059,-49.6938937371613
-40.6634019275567,-43.08042345239,-59.4270973794509,-31.8475858860288,-143.863846400692,-125.253561731697,-35.7212445383058
-25.974086564825,-39.1198742505212,-22.3439426940167,-31.2327331625399,-93.7197067915463,-35.087127191322,-24.7305031135867
-16.9908445683391,-21.7299696376085,-26.1201521697683,-15.8032973359498,-96.0834951843409,-34.9157576818751,-17.3294155429373
-2.81749010377795,-6.22228854976638,-5.40945577607348,-5.3005470763365,-9.10292576992345,-10.8805176388622,-3.13361368051322
-6.87865142111744,-7.89709037125783,-6.79472006957981,-10.6052309206612,-7.0058719719015,-17.6562522259417,-7.1346942051744
-2.01925289357242,-2.04564256188595,-3.02724136619394,-3.54892692398758,-1.22953846113517,-5.17344516362204,-1.6482693716756
-5.03744661045835,-4.32857345389631,-6.73685396793081,-6.53120011656348,-8.73116894085402,-9.30097898075713,-4.69486160991095
-2.94634871542309,-1.5859289809901,-2.88136546555644,-3.44701174886974,-0.559685225921027,-5.70889959195161,-0.990908462333933
-7.18709868160015,-5.08807108092121,-3.85968108397029,-5.73868352842407,-13.7263748437693,-17.3484049065095,-4.64311990159887
-1.52543673710279,-0.914335392618179,-2.16445016063308,-2.81001882724084,-1.1229770978371,-3.8827010363164,-1.15290114312913
-6.72671346163201,-8.58435844255695,-4.7335745806908,-5.49263584281662,-22.9809020728023,-5.79312476931248,-5.31857303361713
-11.4650450644017,-9.51798458956394,-7.96099862416333,-11.2700141176096,-10.4455705018454,-6.40305805484562,-8.69419356137074
-14.8277709641199,-10.2906976645917,-32.8877498038721,-22.649333718235,-20.9197989318607,-32.1801441961482,-11.6278170913449
-5.74414727256476,-4.96862092418719,-6.59412886163157,-9.38676570755796,-2.88985931544481,-16.5598015311028,-3.7998066735855
-3.24965643997124,-1.79172778158795,-4.21165642718408,-3.56698840165217,-5.3486568368048,-2.11306260299408,-2.15672439537978
-3.3715114795573,-4.59963703471007,-4.84244760081695,-5.19435067787498,-9.45662628668399,-5.35695603161316,-3.7871556585828
-2.68960077789575,-2.13179181831775,-2.24734330591162,-2.69245274457345,-1.68064383572147,-9.19751169050126,-2.04372140829671
-8.80798065680144,-5.2562787571051,-16.1937546814062,-10.4814210411492,-10.4284035660437,-27.9744234208789,-6.14044823232206
-4.11338825413,-6.18027425260672,-7.56218592167229,-5.15884201211112,-16.2410880660376,-6.3794655410178,-4.52972552671765
-32.0462281624588,-37.0809016320891,-48.0872006365492,-53.8269234960173,-16.8762823728713,-107.954927238146,-22.1592821793593
-75.096102617408,-152.322906821008,-146.223423813116,-128.178539579049,-385.069166279458,-73.2897653040218,-81.5942580452954
-3.96232551084841,-4.53669803658198,-7.57450005656155,-4.40644800149463,-13.639828167865,-7.9999838508311,-4.33226946990153
-2.46950149640997,-2.64260432554239,-1.78139857849213,-4.01413391563167,-3.09012659289028,-5.22896290437342,-2.07494239977279
-10.6092151363084,-18.4957023751157,-22.2558018650807,-20.3995642885258,-33.0989267700271,-43.7954800389684,-12.1286712503709
-9.69224178121359,-21.1253540583548,-15.7326439655001,-22.0211366591539,-28.7431777207068,-36.6195717804888,-10.7051494133637
-2.05686028390694,-2.52720787758043,-4.337083126681,-4.12203903155653,-1.47713658882162,-10.2311542423415,-1.99200611152668
-5.81667672896561,-6.52846756123899,-6.22449802668434,-3.7148616514496,-17.3417805289538,-11.9888628592784,-4.26631189597948
-9.91309515522308,-4.94384595915314,-24.1547911384863,-8.47354577179758,-24.6396472106321,-15.0985988670376,-5.76277514446072
-2.30986658615442,-3.43345510032874,-1.47073609958873,-2.72322554187151,-7.836073633487,-3.99150873584803,-1.77856481671982
-6.1533789616501,-7.48853890956013,-16.496453756951,-12.7221161581498,-18.4446522011757,-17.7321541866176,-6.99435666419819
-14.3997716113937,-9.61331398714396,-16.8966838811535,-20.5427517268523,-4.05645449360539,-25.5907825288582,-6.93072443575669
-15.2733394086918,-24.7386200088914,-27.9805623214568,-21.9204067472011,-48.1228197973134,-28.8166313730167,-16.7852074217854
-6.42239439222037,-5.13423220016975,-4.83421043554973,-3.4164647480931,-21.7181154586028,-6.959920094275,-3.9635573440652
-5.20227047962104,-5.79625859295627,-10.4268175622884,-8.05349710305034,-2.92398086792909,-13.0825760164661,-3.91486444049206
-3.52743091155038,-8.71324968428396,-5.03479567401257,-6.21630708677855,-13.6672118279647,-12.8408356219997,-3.83459236017205
-55.5867633656867,-57.4115873833039,-90.320245590672,-85.6081352140163,-38.8255640865582,-101.649341103531,-48.8416723073912
-11.518104538588,-31.9021322720844,-15.6992278814041,-21.4179220321012,-51.1014036071,-21.1226629746785,-12.8197024733541
-15.1922713741495,-9.26195277770304,-28.0934937662293,-10.1492920277057,-49.7557010551765,-24.8435471035884,-10.4300863611818
-3.0786304632323,-2.74871140220124,-7.13122246833729,-5.53108182452472,-5.16728255032539,-12.5734574719205,-3.05201648912431
-6.88862285554166,-4.72257503024026,-6.20832033083862,-8.74415831159824,-5.36270523366057,-12.327142837243,-5.4438804301742
-9.83207166511708,-9.58304692510959,-17.0534772225034,-7.40735914906395,-35.0612998535307,-16.5966772618408,-8.28293073621409
-22.392043059148,-30.8331708132352,-17.5753312473336,-29.4105707625125,-86.981755408602,-31.5601116945468,-20.2127639206626
-2.75750187484638,-1.24378727754837,-2.42844731566523,-2.85844162216888,-1.10187577602154,-5.2116009512202,-1.44342717304536
-2.84224522605515,-2.02665654904468,-1.97754094551407,-2.19145598688899,-3.84713731822522,-1.15018533183658,-1.87708917334498
-4.30196330334127,-2.17726237137682,-7.54206562564001,-5.85493099207644,-2.99794882527266,-17.1568313986107,-2.55456672693739
-7.38922363915523,-17.4415069893189,-8.51585950699355,-14.181821145824,-37.9227836830696,-23.5008463468961,-8.02734546084358
-3.24219094686575,-4.225267553841,-5.7528027556643,-6.79711412319821,-11.4074191155476,-5.85711744169768,-3.74034270404878
-5.27985517472816,-6.20424340112433,-9.36434487252717,-11.0539457509617,-1.09146446214519,-17.9600528240107,-2.30379403278505
-2.2021056287346,-2.28854083585467,-3.89712303731385,-2.78229835166743,-5.28696097812661,-5.81859226945774,-2.39250892589885
-5.65707951683603,-8.71736241980439,-7.73437184920537,-9.34676321106417,-10.4660659083715,-13.8624825742532,-6.32182843739896
-4.93739950037901,-4.50518469272387,-4.12952069274288,-5.14702697902091,-2.32771512018045,-6.32122736709257,-3.19064957244734
