"model","part2_elapsed","est_timeEst","est_successful","est_code","est_message","est_LL","est_AIC","est_BIC","part2_complete","part2_job_id","timestamp"
"MXL1k_none_pref",6457.77329611778,2932.99314856529,TRUE,0,"successful convergence",-7994.4334488951,16040.8668977902,16230.8374377628,TRUE,"35808537",2025-11-05 12:02:04.766261
