"step","user","system","elapsed","tot_cpu"
"multistart",192.787,33.4,20947.701,226.187
"estimation",177.878,35.217,6451.832,213.095
"cv",690.292,54.418,10234.73,744.71
"psi_data",20.888,3.45800000000001,24.4609999999993,24.346
"speedTest",2210.023,563.068,5220.982,2773.091
"psi_og",3.40300000000025,0.124000000000024,3.54500000000007,3.52700000000027
"feval_og",104.328,23.066,128.141,127.394
