"model","part1_elapsed","ms_n_points","ms_n_best","ms_n_within_tol","ms_did_best_conv","best_beta_found","part1_complete","timestamp"
"MXL1k_none_pref",20947.701187849,101,3,3,TRUE,TRUE,TRUE,2025-11-03 17:40:21.565796
