"model","part3_elapsed","total_elapsed","cv_successful","psi_tests_complete","feval_tests_complete","part3_complete","all_parts_complete","timestamp"
"MXL1k_none_pref",15611.8584811687,43017.3329651356,TRUE,TRUE,TRUE,TRUE,TRUE,2025-11-05 19:06:56.373601
