"model","tot_elapsed","est_timeEst","est_successful","est_code","est_message","est_LL","est_AIC","est_BIC","ms_n_points","ms_n_best","ms_n_within_tol","ms_did_best_conv","cv_in_avgObsLL","cv_out_avgObsLL","cv_pctDiff_avgObsLL","cv_std_pctDiff","cv_in_avgObsL","cv_out_avgObsL","cv_pctDiff_avgObsL","cv_cpuSec_val","psi_prime_mean_all","psi_prime_mean_chosen","time_per_call_1core","time_per_call_2core","time_per_call_4core","ram_mb_1core","ram_mb_2core","ram_mb_4core","psi_prime_ICE_small","psi_prime_PHEV_small","psi_prime_BEV_small","psi_prime_small_avg","psi_prime_ICE_big","psi_prime_PHEV_big","psi_prime_BEV_big","psi_prime_big_avg","feval_cpu_sec_small","feval_cpu_sec_big","split_execution","part1_job_id","part2_job_id","part3_job_id","original_job_id"
"MXL1k_none_pref",43017.3329651356,2932.99314856529,TRUE,0,"successful convergence",-7994.4334488951,16040.8668977902,16230.8374377628,101,3,3,TRUE,-0.724456084543278,-0.735311719155144,1.71418276794156,11.6486169425818,0.484643084452001,0.480142816446667,0.82436003456907,1.26780000000001,0.45753642446261,0.43963482924614,25.8340621352196,14.7483249473572,8.9463575053215,8365.8,14618.7,19683.6,0.22671,0.13267,0.40441,0.254596666666667,0.00269,0.00152,0.00521,0.00314,2.88700000000017,124.125,TRUE,"35774751","35808537","35813009","35774751"
