"model","tot_elapsed","est_timeEst","est_successful","est_code","est_message","est_LL","est_AIC","est_BIC","ms_n_points","ms_n_best","ms_n_within_tol","ms_did_best_conv","cv_in_avgObsLL","cv_out_avgObsLL","cv_pctDiff_avgObsLL","cv_std_pctDiff","cv_in_avgObsL","cv_out_avgObsL","cv_pctDiff_avgObsL","cv_cpuSec_val","psi_prime_mean_all","psi_prime_mean_chosen","time_per_call_1core","time_per_call_2core","time_per_call_4core","ram_mb_1core","ram_mb_2core","ram_mb_4core","psi_prime_ICE_small","psi_prime_PHEV_small","psi_prime_BEV_small","psi_prime_small_avg","psi_prime_ICE_big","psi_prime_PHEV_big","psi_prime_BEV_big","psi_prime_big_avg","feval_cpu_sec_small","feval_cpu_sec_big","split_execution","part1_job_id","part2_job_id","part3_job_id","original_job_id"
"MXL1k_none_wtp",29973.1938154697,2245.92269897461,TRUE,0,"successful convergence",-8264.37313973021,16580.7462794604,16770.716819433,101,1,3,TRUE,-0.748503012249417,-0.765664018593063,2.4858110007594,11.7111258631185,0.473119656874177,0.465896887554336,1.42801302967308,1.18060000000001,0.383864982137451,0.382557885558583,23.2061886668205,13.4945675873756,6.48415054082871,8365.8,14618.7,19683.6,0.21528,0.18999,0.39892,0.268063333333333,0.00261,0.00226,0.00502,0.00329666666666667,3.49300000000028,143.283,TRUE,"35774751","35808537","35813009","35774751"
