"model","part2_elapsed","est_timeEst","est_successful","est_code","est_message","est_LL","est_AIC","est_BIC","part2_complete","part2_job_id","timestamp"
"MXL1k_none_wtp",5215.71801924706,2245.92269897461,TRUE,0,"successful convergence",-8264.37313973021,16580.7462794604,16770.716819433,TRUE,"35808537",2025-11-05 11:41:14.085571
