"model","part3_elapsed","total_elapsed","cv_successful","psi_tests_complete","feval_tests_complete","part3_complete","all_parts_complete","timestamp"
"MXL1k_none_wtp",12596.219035387,29973.1938154697,TRUE,TRUE,TRUE,TRUE,TRUE,2025-11-05 18:16:39.748547
