"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"mu_scalingFactor",0.135704020617106,NA,NA,NA,NA
"sigma_scalingFactor",0.0715005507569359,NA,NA,NA,NA
"mu_wtp_Acceleration",-1.43338709796625,NA,NA,NA,NA
"sigma_wtp_Acceleration",2.05841575743848,NA,NA,NA,NA
"mu_wtp_OpCost",-1.87381964788795,NA,NA,NA,NA
"sigma_wtp_OpCost",-1.62624134027381,NA,NA,NA,NA
"mu_wtp_hev",0.947320910727762,NA,NA,NA,NA
"sigma_wtp_hev",-5.07195485320438,NA,NA,NA,NA
"mu_wtp_phev20",-0.0941952847266101,NA,NA,NA,NA
"sigma_wtp_phev20",-1.82192999635974,NA,NA,NA,NA
"mu_wtp_phev40",0.201825887766187,NA,NA,NA,NA
"sigma_wtp_phev40",0.718743758011431,NA,NA,NA,NA
"mu_wtp_bev",-4.697854502001,NA,NA,NA,NA
"sigma_wtp_bev",15.9483464521409,NA,NA,NA,NA
"mu_wtp_bevRangeRel",5.30595082724242,NA,NA,NA,NA
"sigma_wtp_bevRangeRel",6.35221111233855,NA,NA,NA,NA
"mu_wtp_noBEVFC",-3.65492044194475,NA,NA,NA,NA
"sigma_wtp_noBEVFC",1.41908618772441,NA,NA,NA,NA
"mu_wtp_american",-1.76754374662999,NA,NA,NA,NA
"sigma_wtp_american",6.3569964011999,NA,NA,NA,NA
"mu_wtp_chinese",-20.2673336195183,NA,NA,NA,NA
"sigma_wtp_chinese",-18.7807210083717,NA,NA,NA,NA
"mu_wtp_japanese",-0.359825567779163,NA,NA,NA,NA
"sigma_wtp_japanese",-4.35808668335918,NA,NA,NA,NA
"mu_wtp_skorean",-4.60539088180057,NA,NA,NA,NA
"sigma_wtp_skorean",4.77585425631606,NA,NA,NA,NA
