"model","part1_elapsed","ms_n_points","ms_n_best","ms_n_within_tol","ms_did_best_conv","best_beta_found","part1_complete","timestamp"
"MXL1k_none_wtp",12161.2567608356,101,1,3,TRUE,TRUE,TRUE,2025-11-03 15:13:57.104533
