"b_Price_1","b_Acceleration_1","b_OpCost_1","b_hev_1","b_phev20_1","b_phev40_1","b_bev_1","b_bevRangeRel_1","b_noBEVFC_1","b_american_1","b_chinese_1","b_japanese_1","b_skorean_1","lambda_ICE_1","lambda_PHEV_1","lambda_BEV_1","class_intercept_1","b_Price_2","b_Acceleration_2","b_OpCost_2","b_hev_2","b_phev20_2","b_phev40_2","b_bev_2","b_bevRangeRel_2","b_noBEVFC_2","b_american_2","b_chinese_2","b_japanese_2","b_skorean_2","lambda_ICE_2","lambda_PHEV_2","lambda_BEV_2","class_intercept_2","b_Price_3","b_Acceleration_3","b_OpCost_3","b_hev_3","b_phev20_3","b_phev40_3","b_bev_3","b_bevRangeRel_3","b_noBEVFC_3","b_american_3","b_chinese_3","b_japanese_3","b_skorean_3","lambda_ICE_3","lambda_PHEV_3","lambda_BEV_3","class_intercept_3","b_Price_4","b_Acceleration_4","b_OpCost_4","b_hev_4","b_phev20_4","b_phev40_4","b_bev_4","b_bevRangeRel_4","b_noBEVFC_4","b_american_4","b_chinese_4","b_japanese_4","b_skorean_4","lambda_ICE_4","lambda_PHEV_4","lambda_BEV_4","class_intercept_4","logLike"
-0.0583446502959278,-0.0380075923907562,-0.0738837774920258,-0.344276320401593,-0.394218478957361,-0.241446058112013,-2.0916283348251,0.476480444516086,-0.268993380994491,-0.0299903569804739,-1.22377120780029,-0.166783481037456,-0.196104899723683,0.78401726520566,0.537375520942043,0.700178081496092,0,-0.178839816938191,-0.104025923125266,-0.177745855756887,0.2129512362926,0.3156508146527,0.146942208685234,0.0293434870163004,0.315017778775851,-0.0633533803557727,0.0927385697101794,-0.781175489945057,-0.0118087006070904,-0.156502041827233,0.717100560542853,0.50544281944431,0.74578651863419,0.280310328479895,-0.0738215546714952,-0.0973159537149802,-0.22016363505764,0.0658917528097642,0.144355024090851,0.132558989883207,0.24594683530707,0.269279080247215,-0.525635391839431,-0.562581215597324,-5.3323023697364,-0.141187442807138,-0.728817916970833,0.381817285054372,0.648720637881748,1.09512386675779,-0.0202054207087985,-0.0245121795020353,-0.165745020760258,-0.10143691743493,0.284314269679805,0.207947342497434,0.546660309716375,0.635036438252596,0.3544152607933,-0.367866961024457,0.0250556357677467,-0.284612920337476,0.212165413869471,-0.532062284548577,1.04636240246585,0.61766064633157,0.927878640398428,-0.0562476621929414,-8252.14344321666
-0.0583446502959278,-0.0380075923907562,-0.0738837774920258,-0.344276320401593,-0.394218478957361,-0.241446058112013,-2.0916283348251,0.476480444516086,-0.268993380994491,-0.0299903569804739,-1.22377120780029,-0.166783481037456,-0.196104899723683,0.78401726520566,0.537375520942043,0.700178081496092,0,-0.178839816938191,-0.104025923125266,-0.177745855756887,0.2129512362926,0.3156508146527,0.146942208685234,0.0293434870163004,0.315017778775851,-0.0633533803557727,0.0927385697101794,-0.781175489945057,-0.0118087006070904,-0.156502041827233,0.717100560542853,0.50544281944431,0.74578651863419,0.280310328479895,-0.0738215546714952,-0.0973159537149802,-0.22016363505764,0.0658917528097642,0.144355024090851,0.132558989883207,0.24594683530707,0.269279080247215,-0.525635391839431,-0.562581215597324,-5.3323023697364,-0.141187442807138,-0.728817916970833,0.381817285054372,0.648720637881748,1.09512386675779,-0.0202054207087985,-0.0245121795020353,-0.165745020760258,-0.10143691743493,0.284314269679805,0.207947342497434,0.546660309716375,0.635036438252596,0.3544152607933,-0.367866961024457,0.0250556357677467,-0.284612920337476,0.212165413869471,-0.532062284548577,1.04636240246585,0.61766064633157,0.927878640398428,-0.0562476621929414,-8252.14344321666
-0.0583411418175247,-0.0380096226506858,-0.0738845898148585,-0.344276828368208,-0.394219056680037,-0.241446332409795,-2.09162841745669,0.476479288768054,-0.268993245254225,-0.029989671527059,-1.22377089829852,-0.166782578190069,-0.196103937388067,0.784017138569073,0.537375179519188,0.700177886640126,0,-0.178865335991643,-0.104028266961506,-0.177739240176828,0.212951026279359,0.315650463567373,0.146942059673622,0.0293439129566799,0.31501705057473,-0.0633533239176246,0.0927380807891108,-0.781175070454087,-0.0118091898774049,-0.156502014213519,0.71709994857079,0.505442703052271,0.745785671573025,0.280310366850385,-0.0737552431537648,-0.0973123528028116,-0.220161398370061,0.0658917657551479,0.144354910655762,0.132558950371846,0.245947147649379,0.269280124585784,-0.525634952162043,-0.562581215574041,-5.33230264806215,-0.141187419128262,-0.728817805770918,0.381817452413039,0.64872060977909,1.09512478248071,-0.0202052839673615,-0.0244984593044322,-0.165749177811702,-0.101431799165457,0.284314643955065,0.207947248806383,0.546660487249741,0.635036513363762,0.354414368982085,-0.36786696393484,0.0250546468195877,-0.284613753545217,0.212165140596144,-0.532062415399398,1.04636285178243,0.617661038418374,0.927878773717255,-0.05624765192511,-8252.14323215311
-0.0583513834428634,-0.0380120432574817,-0.0738857803135084,-0.344277487785949,-0.394219822579165,-0.241446706506585,-2.09162835090036,0.476477715161679,-0.268992946028828,-0.0299888366535229,-1.22377040616391,-0.166781461721282,-0.196102706272636,0.784016908667033,0.537374568087138,0.700177474171381,0,-0.178882139815163,-0.104031880230802,-0.17773286641986,0.212950841249276,0.315650068482117,0.14694188873043,0.0293443295522226,0.315016484838614,-0.0633532723995037,0.092737655529269,-0.781175252381597,-0.0118094522488632,-0.156501905773088,0.717099305488677,0.505442869810536,0.745785255695767,0.280310647089923,-0.0737370015727199,-0.0973075613780525,-0.220154851542952,0.0658917759453409,0.144354762565864,0.132558896216201,0.245947489262689,0.269281022546326,-0.525634396238308,-0.562581080897325,-5.33230285329121,-0.141187435092513,-0.728817692066515,0.381817576535053,0.648720320251455,1.09512527055249,-0.0202051728479629,-0.0245266022982654,-0.165754260919298,-0.101425398997446,0.284315072639363,0.207947090222964,0.546660769480778,0.635036663293098,0.35441290616733,-0.367866882041373,0.0250532894788509,-0.284614361093033,0.212164672788109,-0.532062588741195,1.04636336904331,0.617661278552281,0.92787867550498,-0.0562478631142662,-8252.14321455472
-0.0583654759184487,-0.0380247920532151,-0.0738928765934316,-0.344280741902613,-0.394223713262132,-0.241448647798702,-2.09162841543653,0.476469642484627,-0.268991585951391,-0.0299843780745793,-1.22376805551806,-0.166775838990087,-0.196096183436023,0.784016142059861,0.537371985458516,0.700175574778552,0,-0.178953681087499,-0.104050423061315,-0.177705394847793,0.212950059445069,0.315648165696497,0.146940795576305,0.0293464696553471,0.315012706669153,-0.0633527265248169,0.0927358968970808,-0.781178286190936,-0.0118099499033336,-0.156500878264486,0.717096277963564,0.505444101814093,0.745783054041871,0.280311401635965,-0.0737506970712268,-0.097282444253742,-0.220116176884619,0.0658918542257355,0.144353959351357,0.132558599283257,0.245949101707404,0.269284912048057,-0.525631646616999,-0.562580280429412,-5.33230375934215,-0.141187646427594,-0.72881702133514,0.381817953240158,0.648718481901341,1.09512636837485,-0.0202048135707926,-0.0245240746318118,-0.165779028534313,-0.101401197238533,0.284317493388943,0.207946358270916,0.546662201569199,0.635037228636644,0.354406623192963,-0.367866604902431,0.0250462630238454,-0.284616704266084,0.212161993260587,-0.532063432770905,1.04636609813328,0.617662772365603,0.927879018587049,-0.0562482074309232,-8252.14318579218
-0.0583557181224554,-0.0380282877666908,-0.0738957242878522,-0.34428167297622,-0.394224842521445,-0.24144923495583,-2.09162843640565,0.476467523265605,-0.268991178826687,-0.0299830295793289,-1.22376738220383,-0.166774250342288,-0.196094278553895,0.784016056588773,0.53737143567344,0.700175207047089,0,-0.178959559771962,-0.104055738302524,-0.17770209424272,0.212949821111278,0.315647724747958,0.146940361662711,0.0293471091537601,0.315011783197846,-0.0633526243017745,0.0927355376279759,-0.781179456020916,-0.0118099393690134,-0.156500591030494,0.717095662846973,0.505444669321247,0.745782842699078,0.28031119169305,-0.0737518430511315,-0.0972755894754754,-0.220106663057384,0.0658918832499892,0.144353693039979,0.132558572564451,0.245949528871892,0.269286116900308,-0.5256308098218,-0.562580031264835,-5.33230397877037,-0.141187724763013,-0.728816811191411,0.381818026762093,0.648717940125946,1.09512664061962,-0.0202045920264097,-0.0245267949298877,-0.165785126451245,-0.101397460027834,0.284318209336028,0.207946160767622,0.546662619150486,0.635037299423518,0.354405028323131,-0.367866546728068,0.0250442513815145,-0.28461733684843,0.212161091907568,-0.532063609803612,1.04636687474512,0.617663155558063,0.927879010217936,-0.0562481252533091,-8252.14317613402
-0.0583578377538924,-0.0380455259258826,-0.0739102487921319,-0.344287057124004,-0.394231113698031,-0.241452532949893,-2.09162809958083,0.476455354962867,-0.268988696313896,-0.0299756249074451,-1.22376309893687,-0.166765377530914,-0.196083904961044,0.784015058000903,0.537367809836689,0.700172726578206,0,-0.17894624920236,-0.104083234435249,-0.177697095666337,0.212948782555846,0.315645673583508,0.146937855085641,0.0293498140225594,0.315007829332439,-0.0633526823205526,0.0927340069557878,-0.781186977422601,-0.0118094905335087,-0.156499019723067,0.717093121947083,0.505448475464422,0.745782708173044,0.28030900540406,-0.0737468168868276,-0.0972391146985209,-0.220061122779452,0.0658920667262053,0.144352102931324,0.132558601515514,0.245951768018041,0.269293059090564,-0.525625990114052,-0.562578600799733,-5.33230506581562,-0.141188232397919,-0.728815507428852,0.381818245799488,0.648714876512277,1.09512791983782,-0.0202029727024839,-0.0245246130564745,-0.165814897680967,-0.101388954948814,0.284322179219572,0.207944942827786,0.546664821547006,0.63503785956493,0.354396932366895,-0.367866056285902,0.025033058868787,-0.284620656276045,0.212155727962672,-0.532064300405265,1.04637116179506,0.617665267421652,0.927879029499484,-0.0562470955601544,-8252.14313606166
-0.0583581310036227,-0.0380453254941768,-0.0739002123222365,-0.344304175330344,-0.394249960112674,-0.241462047261009,-2.09163028406543,0.476425458183333,-0.268982154050792,-0.0299521941386501,-1.22374490170139,-0.166738399740222,-0.196048604618509,0.784012548774002,0.537357663496029,0.700165082771822,0,-0.178963766937089,-0.104091145025572,-0.17773387819725,0.212944314125304,0.315638636111852,0.146930346709376,0.0293591938664251,0.314999478651821,-0.0633521073259975,0.0927286289269698,-0.781208924263945,-0.0118080099480992,-0.156496243809725,0.717082838926047,0.505457209005843,0.74577662694538,0.280305999140346,-0.0737458934720023,-0.0971575041856197,-0.220041824443748,0.0658920265692641,0.144345370856987,0.132560673824613,0.245956040984569,0.269311518319423,-0.525609181046678,-0.562572915348528,-5.33230788730458,-0.141186830658877,-0.72881215747582,0.381812506811199,0.648703147190855,1.09512447834993,-0.020196503119287,-0.0245274978648213,-0.165836096164518,-0.101447714072007,0.284335625295753,0.207939399503944,0.546672134614012,0.635041796302472,0.354371435168686,-0.367865005424196,0.0249973795706304,-0.284629937958395,0.212137364147283,-0.532066552280075,1.04638582823445,0.617673085493912,0.927882216066897,-0.0562488754679041,-8252.14311478426
-0.0583564825379402,-0.0380276094397954,-0.0738751588511141,-0.344327610484436,-0.39427515762282,-0.241475991200602,-2.09163323021651,0.476390515295194,-0.268972890850831,-0.0299197220346355,-1.2237177128358,-0.166701882434466,-0.196000086015468,0.784009445661036,0.537344779584393,0.700155198316835,0,-0.178958830998845,-0.10408111531488,-0.177733027117399,0.212938331886558,0.315629978296127,0.146919952695243,0.0293709938178078,0.31499044863677,-0.0633516087922723,0.0927215685390823,-0.78124055942384,-0.0118053113242615,-0.156493227123705,0.717070005561057,0.505470314727954,0.745772523157016,0.28029958431677,-0.0737451821489597,-0.0971068794723444,-0.220045767697769,0.0658923823689224,0.14433576328629,0.132564758433865,0.245959769187666,0.269334414930586,-0.525585277291348,-0.562566165906374,-5.33231159860664,-0.141181906256493,-0.728807708983706,0.381801747929639,0.64868692165351,1.09511682576337,-0.0201868790708555,-0.0245268510855247,-0.16582310081187,-0.101426951261555,0.284355417434297,0.207932438493481,0.546684295748111,0.635044238822007,0.35434693533563,-0.367866946395251,0.0249504414859997,-0.284641160572034,0.212109815573569,-0.532070389130499,1.04640714685923,0.617687732628834,0.927891067333674,-0.0562505680395249,-8252.14309110499
-0.058356060209868,-0.0380131336017754,-0.0739138838721326,-0.34437488460525,-0.394325598221503,-0.241506200050321,-2.09163953057735,0.47632806420405,-0.26895417787522,-0.0298527618819392,-1.22365880068187,-0.166626418157848,-0.195903582769364,0.78400194027991,0.537318777942707,0.700129613134425,0,-0.178959176553597,-0.104077100941708,-0.177717295005913,0.212926459968178,0.315613551774025,0.146899645268126,0.0293918653686837,0.314977863632865,-0.0633516937869115,0.0927063780592455,-0.78130171380336,-0.0118014022468241,-0.156488779847689,0.717043460773265,0.505495389950534,0.745763515238816,0.280287901570611,-0.0737453061485819,-0.0971027195858142,-0.220060405868704,0.0658936405537919,0.144316371514307,0.132574175350392,0.245966133098991,0.269374153893686,-0.52553639624809,-0.562555112517891,-5.33231879831867,-0.141169055749189,-0.728797852613223,0.381779110728663,0.648652196645039,1.0951012347083,-0.0201681590012235,-0.0245271067263382,-0.16581166896678,-0.101431283868476,0.284396050132559,0.207920439484505,0.546709266604346,0.635046702358159,0.354311375462562,-0.367872206030918,0.0248577197231292,-0.284665052864999,0.212053893888186,-0.532079311282422,1.04645030138276,0.617716168144777,0.92790301730919,-0.0562540107796074,-8252.14305055571
