"Class_1","Class_2","Class_3","Class_4","model"
-93.6556481272218,-73.4485143903482,-45.4444772809242,-52.6283739445303,-50.3602376056633
-3.28927996799488,-1.59302208717979,-2.35785212402503,-2.59219219136575,-1.83198257215261
-4.74043429374432,-6.57148216324066,-9.62140294387926,-7.47984458135795,-5.37655535371604
-8.64191136932359,-2.52551867036345,-8.28569382280733,-6.86851663219421,-3.05648678666704
-6.74556222510476,-8.00814655861303,-6.97775873180652,-3.61593401453114,-4.14930894618445
-12.1469788189906,-18.7989582878678,-17.657599253043,-10.0835492421363,-10.872359781916
-13.3710605685497,-11.267806791404,-13.8013232568617,-8.99007533403237,-9.90564943137815
-2.85125838580142,-8.94116354044257,-8.19113558912299,-3.98575590202338,-3.34027514401954
-16.2686722025752,-9.49046734993886,-13.1795580306381,-9.10578283587918,-9.75840013473722
-2.01713383459946,-1.45905396945042,-2.85291668759924,-2.67473314133046,-1.75062789624771
-10.1868226434006,-13.4622224037189,-9.86383606258261,-12.1694319718002,-10.6199091353199
-2.46414593798848,-6.08486522189251,-3.0741694655577,-2.83510118823854,-2.72905374163543
-78.9279572219757,-93.6672123434281,-29.2427566256322,-63.0090400594248,-35.779311681793
-3.90754353262687,-6.53804171658769,-4.69000721268118,-3.23341252279863,-3.5496099128543
-20.9517807630966,-7.0503149614335,-15.6066752891169,-16.5409851870747,-8.28101266108636
-11.9434868382124,-21.7074841082437,-4.53936869690486,-13.6438777104002,-5.81604390228415
-16.0136126837039,-15.2549300178277,-18.179569748897,-33.4436906841191,-16.5472548731033
-34.4841006254195,-50.6615057343961,-16.3877954264391,-24.9715208815172,-18.7634077495731
-5.32535140263357,-14.7678926478863,-4.96058480009219,-8.26947836391419,-5.49868217308286
-59.6729189315455,-44.4113631229419,-58.7663690145504,-41.5886488826631,-44.8826014051361
-19.3606288560938,-21.7462743645725,-39.1616837035236,-19.925319820172,-20.8131015013658
-11.5066065145755,-12.2821981173445,-4.68089214643935,-9.00359768388619,-5.51706031397662
-14.5134285208716,-6.66328203719251,-14.4592211564274,-11.6804796377012,-7.53452862385013
-0.739829923514961,-2.96235930680249,-4.80248844537103,-3.67930520752496,-1.04399141617586
-11.9523555954929,-14.4454884698303,-22.1170101073279,-9.3292867129945,-10.4372218021368
-10.8486933062409,-8.97918436034985,-11.6114028798632,-7.69927995370663,-8.44164716276197
-5.18953132367026,-8.15742274140061,-3.42967871107178,-4.55721707381999,-3.80942565172133
-5.49713234107965,-1.54461503500413,-4.63901456312783,-4.304945548587,-1.88268624905
-8.43746842031945,-4.24609723055136,-5.27765179964062,-5.69303053827648,-4.72454729929484
-7.38138102182729,-11.9776219609631,-4.61038164494993,-5.57958659762838,-5.13171244168966
-16.854244354838,-5.63106796045,-16.4666584805327,-17.6427945376175,-7.13315622986908
-16.1734947038671,-10.8137253612278,-22.7764757882213,-14.7324764513396,-12.0264524102554
-17.3825116546509,-26.5857314576928,-25.6617332993891,-15.6402122934572,-17.186385290626
-6.38344150967662,-6.01588958181657,-14.0194847542272,-9.94767510920692,-6.56434266463124
-5.37116325914528,-8.11054734130769,-8.58731862875919,-3.78356314090693,-4.215014477953
-15.6766745517754,-12.7589773283658,-14.9993338622423,-7.99300669043176,-8.68044575863585
-2.2001509838586,-3.00603228205636,-2.80037613337961,-3.12479390667345,-2.47840362160048
-2.99758482936639,-2.41391005968844,-5.92180214487093,-2.276179235312,-2.48392209379837
-2.23414248321136,-1.36817127184268,-1.85891847828096,-3.07546644765192,-1.5949985048476
-3.27865842573349,-10.3498024039583,-20.3489740741728,-10.4990135580069,-4.15317250570447
-3.28214414549086,-3.34134681019107,-1.72701741969856,-2.54104380540979,-1.99304724615491
-24.9614346984974,-25.3661340193384,-27.4983495544806,-13.4091881750722,-14.9636126298715
-2.46444631581162,-2.51796079622467,-1.46863543107056,-2.66110598335835,-1.73462687203687
-6.60419947847925,-2.37405945256267,-9.01205812225821,-5.02287090632682,-2.71212981384283
-9.92351401329079,-11.7009957379582,-15.4004220487348,-8.52554745209619,-9.37699954317357
-13.7082458238963,-14.6563998438398,-7.87641373126452,-10.331782291908,-8.79407032353981
-7.29787584880694,-19.3734660259935,-8.42607115178933,-14.9411199514425,-8.43112706051969
-4.65493887899356,-7.79962959898848,-11.0003285566786,-6.389870112685,-5.58119488449503
-17.63640993749,-6.83568363325102,-20.740734936783,-13.3697395160419,-8.06552583627778
-21.899224035407,-21.3447438266355,-30.8970003643513,-13.9471806829297,-15.4873183424947
-50.716266505019,-42.5456737322035,-77.5522290041051,-45.5819090474887,-45.628919732624
-88.5487244216735,-24.5704791117472,-67.7542739078295,-70.6494280014231,-30.6661189617294
-6.27089126997584,-20.1851863907493,-21.7601113408337,-14.4646443622224,-7.76290189818602
-4.53023524187123,-7.89110912940223,-2.48496915713092,-3.01515424446779,-2.7361202650539
-3.14555612015991,-2.61593077955418,-7.30559425409473,-4.22439911494831,-2.90695691551457
-3.71958169103865,-2.97646634131863,-5.47095710674991,-2.60998299758722,-2.8837436724187
-14.220437657167,-9.69122746469799,-9.99777526652801,-17.3269156022832,-10.5151572303296
-2.81853297898449,-8.45394397463303,-5.42799316229461,-3.2043199173323,-3.08948568416012
-8.89031762692784,-2.21582506678104,-7.25518945810844,-5.26690588733092,-2.73123762931684
-6.26238699371094,-15.3764577487813,-13.7946452085119,-8.83361386097951,-6.96019211767305
-28.5260406367421,-41.8969006886818,-18.6043926348669,-24.7218863893445,-20.9379633117459
-2.39683245301624,-2.01832621084063,-1.48840980842292,-3.18340244534043,-1.78752754737517
-4.7122170343268,-5.62230427466632,-2.07868562135437,-3.85631865981508,-2.41758461385369
-7.86327390017912,-11.8498044494441,-6.62481327576252,-8.79395131030059,-7.24578336407549
-7.45477291028902,-7.54710863724976,-11.1477107515002,-5.29386905544875,-5.97447377241652
-5.41955243305342,-4.85431512569862,-9.16551982878642,-5.51996922673365,-5.25069140205904
-4.93399955216291,-5.27863803035744,-6.25473313989346,-4.36539633977038,-4.80852057312706
-7.25672458039304,-12.6332880391779,-5.89799985041984,-8.85792944091542,-6.4526441101768
-2.44366992815029,-2.47559104921087,-4.80983697619097,-2.59514991435623,-2.55379605618747
-3.30505105424846,-2.65791853139025,-1.90272960030284,-2.43219152961994,-2.14901195844766
-3.89433148842601,-2.44974179852834,-5.35003481171603,-3.48463953234329,-2.73410583540622
-171.894134793992,-168.849218502601,-64.9811837407397,-87.4034877797431,-71.4795439836644
-16.8038741279093,-9.89331053261241,-14.1542770098521,-12.5610165359246,-11.3586176191286
-21.8826033875576,-15.8513511779803,-21.3067323570964,-14.8795718491414,-16.2797085349352
-6.76313133352427,-16.2575561691189,-7.93856536774823,-9.22571031347971,-7.52403209195608
-6.22489846985919,-6.17093099880609,-9.90245050739086,-6.36972008077712,-6.36761403700886
-17.4629550204887,-6.75551211676414,-19.3553329947287,-19.0674371701816,-8.97437613354771
-6.67131500616517,-3.08635065302016,-5.02730106013707,-5.78315633948951,-3.59044264825558
-7.41383748109651,-2.55317389090849,-7.68075824608745,-6.10997869709146,-3.07451540233603
-65.1073212293671,-138.862850772803,-76.4737942468766,-70.673271952692,-70.1257542020407
-5.21761754055933,-2.76260498323531,-2.96561994278627,-3.65980430573316,-2.9841498221736
-4.77751741343654,-2.84520356235574,-1.93493085531802,-3.61948614188405,-2.23715646542896
-26.7740423935764,-24.0726923057684,-15.4557864211725,-15.4997263254377,-16.2335092840037
-4.99627289841933,-5.25868343444871,-7.73548517407942,-7.62297227918121,-5.50475694467233
-49.8201860234965,-65.0678348429633,-57.0657629402222,-42.9968353817982,-46.2182212932491
-12.78744704293,-5.75901607853181,-19.5880524946007,-20.6552655383676,-7.28284722446158
-3.03982727234677,-4.820792211899,-8.12280477093026,-7.2271523829841,-3.66340424429894
-6.4728124325703,-10.7802236768154,-10.0059980576751,-8.79728704305644,-7.31080911918985
-28.0686408096077,-22.6612864344165,-19.9346700793905,-20.3287047540348,-20.7751078833996
-18.1220491004034,-18.4441264955438,-19.6765683817816,-11.0696661537274,-12.229169350734
-6.29457052841908,-6.84747961215667,-7.0968181464675,-5.11542132641134,-5.63366846009151
-113.460172168691,-162.218296380758,-46.014617303251,-82.1999065631345,-52.5530907934651
-47.2422290156801,-46.0966389855313,-34.1132131797649,-32.4715690802012,-35.3862536796305
-75.7275821657851,-95.6112633202597,-41.4407932819664,-52.8730269386069,-45.1616610328629
-17.5183643113306,-18.3286640814503,-10.9456801694218,-25.0241597878431,-13.2579200446509
-22.3565530522425,-26.6039689691443,-25.7640850827099,-13.2844795156505,-14.2941984125746
-3.59114290345301,-1.48578300067128,-5.56634984751993,-3.44973846736757,-1.80207449764372
-7.3276750937105,-8.87333851738743,-5.65031417140157,-5.59533247863796,-5.94410786060029
-2.78882001188456,-2.00499363977724,-3.80304779931083,-4.00151301434746,-2.31121973382203
-14.1118907489033,-26.2782012545206,-24.7731181965518,-25.6933406047344,-16.9995033273132
-28.2045714997644,-78.7720705756763,-48.4783425562767,-27.3804773842413,-29.1069981319052
-9.2978599894301,-5.59432029866297,-8.69680685168158,-10.225190940583,-6.47569570881233
-6.27433393406806,-15.3528348484957,-9.9371809806383,-11.6983534758884,-7.35383379978882
-5.23384263966869,-7.10993889383059,-3.52995403711528,-7.62818986786261,-4.25525560324298
-14.8877480209518,-7.17771956729687,-9.65667964071157,-24.3749155849812,-9.00122710602945
-6.41549974144885,-4.55032629678751,-3.48714474821472,-7.09671146995649,-4.01785710834966
-11.6762074958695,-9.08597140300285,-6.59672626251135,-6.53778586736915,-6.94294338257619
-2.63814139758881,-2.80118770310345,-1.89380398625403,-3.60074617791779,-2.21283720983342
-8.51792391838461,-10.4850297032411,-5.40981767912722,-5.75369875145783,-5.85062447572508
-16.0668986650616,-18.0352727173509,-19.3535159749719,-8.97200436412972,-9.65945447020515
-7.7082933740282,-6.44745357533391,-11.9083304362206,-6.80281466520789,-6.87101221289039
-14.1169745130591,-22.2217484309605,-13.004337657849,-9.66188383093796,-10.5927543521012
-10.3729501436136,-20.7460534753801,-18.57596633665,-9.43188527954138,-10.1498516203975
-12.3272467185719,-9.10216398661978,-8.95247927564785,-7.02543604178592,-7.75400768531829
-2.69660532546596,-1.54223358072274,-3.27839409788401,-3.49559385772679,-1.78558680831813
-7.1569279430171,-13.6201939544041,-6.09730355267703,-6.75846572936634,-6.57289918445669
-2.37837567206068,-1.50301307723048,-2.94477529605124,-3.15478427322118,-1.74478505937228
-7.85790841431323,-12.8712886038225,-7.93392008037767,-4.16326833243505,-4.47900351207831
-13.6554521591389,-8.71523658342355,-20.1237611830431,-14.0703521508326,-9.97295939389567
-2.50987638372044,-3.34230729568276,-6.51499220492893,-3.478754669566,-2.80013788188373
-10.4814554816299,-15.1720094568753,-15.2784643386516,-16.9244555796081,-11.9910510716488
-4.90211327825349,-3.87148000913598,-2.39404196093193,-3.83364047822606,-2.7008246289759
-5.04027029287414,-10.7374780241603,-6.76769275539232,-7.17216106973579,-5.6463926207942
-32.7095193754968,-26.8723949493411,-13.4989204206249,-18.1822865704197,-15.0899907999054
-58.9272634552254,-20.0006305374419,-36.2212009266833,-37.9270050485677,-22.5708321650269
-6.31227872067041,-4.9817400755927,-4.7216269345489,-7.54323180345799,-5.11913585384005
-3.64229214133419,-3.28016501527567,-2.6769420228625,-4.37648874678691,-2.98481530247048
-27.244267514279,-36.9355351090892,-39.1997814724858,-17.3902161928318,-19.398127631058
-5.05516362814725,-5.43033973222129,-5.51788869597495,-7.25055361399923,-5.39899529701568
-38.6043811175721,-109.816559871228,-77.5294220385644,-89.8596003262111,-45.9929397769546
-5.90004762497116,-3.01793731253317,-3.38183138116588,-6.27358289701736,-3.44944776448903
-9.53007027793794,-13.8301214450038,-11.4694896715389,-13.7159283545783,-10.7451200380626
-34.7973736308694,-59.2933629977009,-30.2584188236901,-16.1643387728472,-18.1094579158869
-7.02200490386745,-11.4729778557785,-9.83196270341257,-21.7540168713443,-8.99673531793178
-4.73556742378952,-4.09163469609286,-6.38288165887622,-11.347977752158,-4.70004521028977
-71.9773082000299,-95.0911061332601,-57.1060953351893,-41.1608997957411,-45.6855151303339
-16.0051872804496,-12.2224995356377,-12.7243064670934,-19.8930411099627,-13.1209828745141
-2.03798736245886,-2.169487471765,-4.68313737170191,-3.62628208379837,-2.27140360816434
-21.3643071343257,-8.06714351397976,-20.1257885206639,-18.5073325231382,-9.62513716894906
-18.2235450418839,-10.0407274544679,-19.8287825252369,-23.597987085021,-11.6781822394343
-8.02553992951902,-4.90167930365697,-8.21312376651077,-7.12807214667746,-5.42107711029292
-7.85070017818235,-4.64240170791035,-6.50771772116959,-7.07419968979819,-5.248524703945
-16.7825987476859,-18.2832876802562,-19.8910405842631,-15.9457303573315,-17.1562449110715
-27.6257597588263,-21.2150031695354,-16.6470921833526,-17.6038171258149,-17.8965950513439
-20.1706774053875,-17.4083711369808,-16.2978909896771,-19.4277963148853,-17.3974015762423
-3.98300666455398,-4.69247476863732,-3.99715838476823,-3.66196945210401,-3.92045345546167
-6.29995975395022,-11.780977840641,-8.96577914154043,-7.21223979584401,-6.88766794211469
