"Class_1","Class_2","Class_3","Class_4","Class_5","Class_6","Class_7","Class_8","model"
-1.43545601232776,-6.1198601941639,-6.45853882663417,-7.06835283700592,-5.72021071833519,-6.3210223570694,-7.16787366049746,-11.5239325494936,-2.17413313399719
-15.7846050514816,-12.3245945524743,-11.9714623419837,-7.54623575412778,-10.1907125042255,-68.219903233843,-9.08137225816987,-8.73235695001125,-8.4824647041134
-43.1890611987894,-44.6504298924724,-17.5669925488441,-38.862838936165,-60.5975145438692,-80.3379786180504,-21.1191474867994,-90.4648701515536,-20.5062533370336
-53.329811533026,-34.8700841592688,-37.6516630684956,-23.4856295394913,-41.1989979815617,-160.3905056994,-45.0657849865278,-53.9977779786553,-26.522973403325
-8.46059702334932,-6.80677691517565,-8.10114430619399,-5.65792773535055,-8.03200679718779,-23.3247759614106,-10.0765492222348,-3.82874548015207,-4.80813917752836
-3.88764501696473,-1.62363475307181,-4.12123898830606,-3.47741675404815,-4.45257428512322,-1.8225647577414,-7.29407763131931,-4.44801712327121,-1.9458944560278
-26.0611639631379,-14.3889138810753,-9.07926759928007,-15.0690743852455,-31.1072339339987,-40.830020645034,-23.4814350866998,-44.7189779342288,-10.4924103373534
-54.1487922986252,-68.1742888945302,-98.9533652216523,-61.037383052574,-24.1226042214581,-222.50305897615,-65.7554620975846,-66.3533799737365,-35.2374880803904
-6.4885731768143,-6.49338881515131,-6.56894415975932,-4.18075962244778,-4.7963308929403,-20.4792467281547,-7.62117579951486,-7.98673197517051,-4.59304792580191
-19.6968018192926,-26.2656744103723,-24.1854370732254,-11.9419893134756,-12.463462343083,-111.021891185855,-17.1694595884506,-7.81097450406151,-10.591774185709
-5.69923148445302,-4.24345021754504,-3.81473567805357,-4.65484796629292,-7.01399634261954,-6.14940612145776,-7.22934328654235,-4.86134504951583,-4.1646267750841
-1.89715745889718,-1.69618597409116,-3.17427651198082,-2.8509970601084,-3.38024573849733,-2.8122644886362,-5.2709226964465,-3.76199304776707,-1.97677389880242
-3.32176143382645,-1.95237292725559,-2.08560056539918,-3.23774464744273,-5.95745272434096,-0.278536950756408,-4.67843036937956,-6.17901047711547,-0.778265229619142
-31.185195039887,-46.1762509037661,-41.1577181842829,-48.604992271122,-37.1595825719449,-95.7102055152585,-36.8141316283224,-72.6304647350044,-36.2177407451596
-9.71241387951805,-8.00792188165176,-4.28204764571455,-7.31561187086057,-19.5985896314901,-13.9069994577732,-8.12929252373613,-13.0415468304876,-4.9155915774988
-3.53482252466044,-5.43479545612716,-4.87379202536965,-5.4225003272026,-3.80983309818726,-18.6096780234411,-6.817720362495,-10.3159350857603,-4.1639564980219
-3.06992419609724,-3.6361717478855,-2.45983904984171,-2.76832168758357,-2.23899519395414,-12.3326741299497,-2.62140065478496,-5.01230572951257,-2.59970420491897
-9.13458671401369,-15.611815425904,-12.6628247114491,-16.0143910924045,-10.5290363303003,-23.2647320812064,-18.7351266518625,-30.5556831924109,-10.8718469756055
-12.992301901839,-8.88058410748999,-15.358925710294,-11.4301825575565,-11.4759434054948,-10.8325749412438,-17.9338205484366,-18.8723315275601,-9.95840475465719
-19.6306516020665,-5.09642594603726,-8.54184269901513,-11.1480346000935,-31.0802742140581,-13.9872012497345,-28.1094297208271,-19.3224171965611,-6.74514949828412
-15.3964149901094,-7.9430955747692,-8.83918354223425,-6.06212309909042,-17.6079409754585,-23.7395018354967,-8.83564335644478,-12.7154928218224,-6.91252900721925
-10.1787705598126,-4.07845723213134,-2.06350708587721,-5.02085633006263,-16.2815667193042,-3.69333187749355,-6.40113790840401,-8.72682354104448,-2.43964242608199
-4.55572835826713,-2.37406572779591,-3.41182830683455,-3.97315159864745,-4.78271727809202,-8.5528056113312,-6.2841451140759,-1.78073836948004,-2.45992088893966
-4.31887189530609,-1.64779239420788,-2.48083977476821,-4.41200654064406,-7.26099297228889,-1.64645928611498,-6.88336585328796,-5.44252507649282,-1.9876105403879
-29.7393484036604,-14.6815558621737,-17.4293551079985,-17.7316272112591,-36.3491076596363,-54.4537107990964,-18.0697411575541,-29.8587670451182,-16.445971347819
-8.24369926001199,-3.34314757637648,-8.03631368295635,-7.11323753657267,-9.21621768294277,-1.91842840023229,-11.3383034206106,-15.2321710614959,-2.97251244963988
-7.54456615813177,-3.87003265418954,-6.50854510137248,-4.32807467261218,-4.2748134136244,-25.0374589270961,-9.5858323035524,-3.91356741864561,-4.29971267107433
-2.24869267361929,-3.25734008145951,-4.6221316685106,-5.261014444131,-4.63296342799974,-4.39477898042142,-7.67860775141785,-9.70729896258242,-2.73761607392818
-20.8974562091217,-15.2451172107613,-13.7357156668101,-9.63781672262637,-23.7078757143051,-48.246289864066,-15.8523506632863,-15.8805077023806,-10.6638303177677
-19.4571900603926,-9.41710807058328,-13.9690534659026,-10.2327673457197,-17.6693353171532,-32.7745480864472,-13.7129227076129,-15.2258008998365,-10.3380407690776
-72.0765326160808,-42.0164121077356,-54.3346198727163,-31.3727930960768,-64.2718635646952,-195.568395717343,-68.9279539230238,-19.520806253363,-25.6084290127786
-7.88791205216532,-4.92081087666091,-6.65693739405645,-3.74918223699085,-11.0504622192246,-10.9590301428794,-4.89134811403433,-12.8840968105288,-4.27056349875026
-43.8376283547386,-44.1937305431562,-37.7284937025043,-25.9180898093047,-19.071055141242,-157.819289096359,-12.445746787664,-32.5806333908206,-15.7717438805792
-1.81749270155621,-3.58707888312757,-5.686248266559,-5.70031509086242,-2.91224864471555,-3.74367331800802,-7.33025616802294,-11.2001098579966,-2.51330658408121
-11.6591558418941,-35.5594783803,-27.700699387342,-24.1002787192873,-22.3430382636537,-118.198118475789,-16.0203777152547,-29.6830734222391,-14.684850879903
-157.105014769829,-39.2882947811795,-77.8759516559714,-84.4785807552622,-186.433206394493,-173.815623687265,-101.328263436097,-122.112268658544,-47.9262918463686
-4.42240760606786,-1.18438701700726,-2.99601919340389,-2.77850926872824,-5.20785245719339,-1.70480541189764,-5.5646853258195,-4.02018191270051,-1.52322251364324
-4.03335136394275,-1.58992499729057,-4.85584537539391,-4.53981655986,-5.50113165122891,-0.961171329309089,-8.79483153602595,-6.46708146310001,-1.59815527429801
-3.71812206451524,-3.4604345232917,-2.99900327020624,-4.35486475777135,-5.8086728043211,-5.56301856431085,-3.68557016151428,-8.16647680440803,-3.34403964286589
-3.04309699169236,-2.82390117840927,-3.47411555002128,-3.1181238699626,-4.98345972105599,-3.29900799972638,-4.12671735755482,-7.10435860135594,-3.07812125374088
-19.2077909036059,-13.149590829341,-14.585057915934,-6.11372676580564,-15.4275743584557,-66.2186697365178,-11.5513015456749,-8.30673774254662,-7.07260279235491
-15.6197960915831,-3.3011775597421,-9.17481756021165,-7.85980490859837,-16.9808165169604,-2.68977757232006,-17.6756054754613,-9.29341449555612,-3.65207017980406
-12.3376740942042,-9.1699243478029,-15.7593041126036,-8.3922781685942,-26.7588728677823,-18.5213208544099,-14.4823791696314,-16.0215479378403,-9.49979318648648
-2.34556711620401,-1.44960375184953,-1.7686481087683,-3.15584287964806,-3.22648165800471,-2.60971314262212,-5.5821115470401,-5.09862873244669,-1.80618871889702
-2.92050023910891,-2.44384185810512,-3.88822340684266,-2.77067695059572,-2.47961652683923,-9.56410870638101,-3.33704626627298,-3.11630131914315,-2.69773062852561
-4.69155789358041,-2.1480972618411,-5.76340315947402,-4.12747836417722,-3.99571255344146,-6.58840860232235,-5.67774813713328,-6.02807638254499,-2.59590192108504
-5.20111368757398,-2.68758705789751,-4.94771183259641,-4.22726199554811,-5.13524584138006,-6.08081234208468,-7.17459359618192,-6.3387857917749,-3.16582577681809
-4.7166872771327,-4.38590263583805,-2.49159516203876,-2.92425870692725,-3.59291408588557,-19.6919040054874,-4.52997151070438,-4.485509584434,-2.7764406254186
