"b_Price_1","b_Acceleration_1","b_OpCost_1","b_hev_1","b_phev20_1","b_phev40_1","b_bev_1","b_bevRangeRel_1","b_noBEVFC_1","b_american_1","b_chinese_1","b_japanese_1","b_skorean_1","class_intercept_1","b_Price_2","b_Acceleration_2","b_OpCost_2","b_hev_2","b_phev20_2","b_phev40_2","b_bev_2","b_bevRangeRel_2","b_noBEVFC_2","b_american_2","b_chinese_2","b_japanese_2","b_skorean_2","class_intercept_2","b_Price_3","b_Acceleration_3","b_OpCost_3","b_hev_3","b_phev20_3","b_phev40_3","b_bev_3","b_bevRangeRel_3","b_noBEVFC_3","b_american_3","b_chinese_3","b_japanese_3","b_skorean_3","class_intercept_3","b_Price_4","b_Acceleration_4","b_OpCost_4","b_hev_4","b_phev20_4","b_phev40_4","b_bev_4","b_bevRangeRel_4","b_noBEVFC_4","b_american_4","b_chinese_4","b_japanese_4","b_skorean_4","class_intercept_4","b_Price_5","b_Acceleration_5","b_OpCost_5","b_hev_5","b_phev20_5","b_phev40_5","b_bev_5","b_bevRangeRel_5","b_noBEVFC_5","b_american_5","b_chinese_5","b_japanese_5","b_skorean_5","class_intercept_5","b_Price_6","b_Acceleration_6","b_OpCost_6","b_hev_6","b_phev20_6","b_phev40_6","b_bev_6","b_bevRangeRel_6","b_noBEVFC_6","b_american_6","b_chinese_6","b_japanese_6","b_skorean_6","class_intercept_6","b_Price_7","b_Acceleration_7","b_OpCost_7","b_hev_7","b_phev20_7","b_phev40_7","b_bev_7","b_bevRangeRel_7","b_noBEVFC_7","b_american_7","b_chinese_7","b_japanese_7","b_skorean_7","class_intercept_7","b_Price_8","b_Acceleration_8","b_OpCost_8","b_hev_8","b_phev20_8","b_phev40_8","b_bev_8","b_bevRangeRel_8","b_noBEVFC_8","b_american_8","b_chinese_8","b_japanese_8","b_skorean_8","class_intercept_8","logLike"
-0.148286750582012,-0.106630422297632,-0.171052059898867,0.346205826090851,0.260113625112527,0.683501104924188,0.261577477679958,0.316817511489977,-0.624037657207384,0.602732473416283,-4.96296135802278,0.558709820334154,-0.285136132095016,0,-0.154184074534877,-0.16559479805822,-0.234589309537188,0.161652540069709,0.120969092032244,0.115217842870667,0.0175066837882977,0.622597927490521,-0.364465149543259,-0.0773324748402121,-0.43604050410565,-0.256484929278493,-0.44332221522257,0.264422302921794,-0.070850114060913,-0.0610210180853673,-0.106974860975231,-0.370464076498292,-0.324258019282397,-0.102936938792159,-2.46801896469723,0.627416811100743,-0.185757899619339,0.11816447184388,-1.24155648520901,-0.129728860950514,-0.0384533190838863,0.163544645286578,-0.0185481126026075,-0.215265249754884,-0.0927515737667735,0.581008958767637,0.365616501708808,0.545914840378784,0.71749664779235,0.114103753999326,-0.633751874533496,0.429869970073244,-0.0197061647595587,0.327204350377512,-0.326091524960425,-0.259218366093626,-0.0720253267520168,-0.155100807500209,-0.54570821078435,0.933738995932648,0.96819308592768,0.876361933641518,1.48000879643574,0.261602649045271,-0.648731572518607,-1.55310569100613,-5.75307896262444,-0.184577424512975,-0.415691023299928,-0.714072967060118,-0.983301684127319,-0.0422991738183663,-0.425888798277832,-0.462250195405328,0.471251603993337,-0.780562675581798,0.0122536492175717,-0.396544183730083,0.317267600186682,0.250100239643582,-0.880952199098334,0.804719802152231,-0.184461334683584,-0.816475427424638,-0.0413101230564795,-0.0272898571072921,0.0795603949299006,-0.28576996058093,-1.20909336576661,-0.602916101049282,-1.67254292802745,0.105560823021351,0.477142976335359,-2.12654508044526,-4.23607744347849,-0.817902187192734,-2.90101504284653,-1.03167233521542,-0.0536567173612824,-0.406550229271864,-0.15274874245296,-1.44197738339964,-0.899766401948025,-0.429758523270456,1.53370453918324,2.23017409631364,-0.565930062650538,-1.42451007575346,-2.71654028168954,-0.895310933956998,-1.17777374260508,-1.26198612527549,-7847.66368967742
-0.148286750582012,-0.106630422297632,-0.171052059898867,0.346205826090851,0.260113625112527,0.683501104924188,0.261577477679958,0.316817511489977,-0.624037657207384,0.602732473416283,-4.96296135802278,0.558709820334154,-0.285136132095016,0,-0.154184074534877,-0.16559479805822,-0.234589309537188,0.161652540069709,0.120969092032244,0.115217842870667,0.0175066837882977,0.622597927490521,-0.364465149543259,-0.0773324748402121,-0.43604050410565,-0.256484929278493,-0.44332221522257,0.264422302921794,-0.070850114060913,-0.0610210180853673,-0.106974860975231,-0.370464076498292,-0.324258019282397,-0.102936938792159,-2.46801896469723,0.627416811100743,-0.185757899619339,0.11816447184388,-1.24155648520901,-0.129728860950514,-0.0384533190838863,0.163544645286578,-0.0185481126026075,-0.215265249754884,-0.0927515737667735,0.581008958767637,0.365616501708808,0.545914840378784,0.71749664779235,0.114103753999326,-0.633751874533496,0.429869970073244,-0.0197061647595587,0.327204350377512,-0.326091524960425,-0.259218366093626,-0.0720253267520168,-0.155100807500209,-0.54570821078435,0.933738995932648,0.96819308592768,0.876361933641518,1.48000879643574,0.261602649045271,-0.648731572518607,-1.55310569100613,-5.75307896262444,-0.184577424512975,-0.415691023299928,-0.714072967060118,-0.983301684127319,-0.0422991738183663,-0.425888798277832,-0.462250195405328,0.471251603993337,-0.780562675581798,0.0122536492175717,-0.396544183730083,0.317267600186682,0.250100239643582,-0.880952199098334,0.804719802152231,-0.184461334683584,-0.816475427424638,-0.0413101230564795,-0.0272898571072921,0.0795603949299006,-0.28576996058093,-1.20909336576661,-0.602916101049282,-1.67254292802745,0.105560823021351,0.477142976335359,-2.12654508044526,-4.23607744347849,-0.817902187192734,-2.90101504284653,-1.03167233521542,-0.0536567173612824,-0.406550229271864,-0.15274874245296,-1.44197738339964,-0.899766401948025,-0.429758523270456,1.53370453918324,2.23017409631364,-0.565930062650538,-1.42451007575346,-2.71654028168954,-0.895310933956998,-1.17777374260508,-1.26198612527549,-7847.66368967742
-0.148286458868498,-0.106630135997431,-0.171052570100657,0.346206241786682,0.260113362933581,0.683500734420785,0.261577574001995,0.316817349917152,-0.624037531315855,0.602732411553181,-4.96296132330774,0.558710096424731,-0.285136555986486,0,-0.154183921274106,-0.165594656019886,-0.23458987606071,0.161653173182795,0.120968888817658,0.115217606372941,0.0175063039134611,0.62259788158796,-0.364465390767447,-0.0773324076918545,-0.436040190738887,-0.2564849300934,-0.443322287714391,0.264422877443049,-0.0708504535163499,-0.0610207774548971,-0.106974815631463,-0.370464044251248,-0.324258144731547,-0.102937291542226,-2.46801858453136,0.627416884710151,-0.185757572364228,0.118164257721179,-1.24155626042266,-0.129728807492598,-0.0384534991667476,0.163544932308554,-0.018545945997053,-0.215264890404069,-0.092751568528084,0.581009377711455,0.365616049004546,0.54591501685277,0.717496524357184,0.114104130404986,-0.633751814928852,0.429870594711295,-0.0197060669241223,0.327204128536475,-0.326091952786732,-0.259218032843126,-0.0720256408056305,-0.155100455599974,-0.545707267075185,0.933738919994934,0.968193060525857,0.876361820357768,1.48000913807979,0.261602195491177,-0.648731443134619,-1.55310556532415,-5.75307907184529,-0.184577178213079,-0.415691174639846,-0.714072958014647,-0.983301246312577,-0.0422999136843027,-0.425889550134547,-0.462250160212976,0.471251569045458,-0.780562585662603,0.0122535385648083,-0.39654404747759,0.317267503340776,0.250100252658815,-0.88095218303302,0.8047197038977,-0.184461282389821,-0.816476013051914,-0.041309279324793,-0.027290710559658,0.079560650286909,-0.285769918077696,-1.20909340804865,-0.602915950500988,-1.67254313703952,0.105560324600792,0.477142934425843,-2.12654481384253,-4.23607740417668,-0.817902183479085,-2.90101518661946,-1.03167287573176,-0.0536553163610919,-0.406551254029376,-0.152749249604668,-1.44197723144272,-0.899766350864982,-0.429758347145715,1.53370448821661,2.23017387630032,-0.565930280789568,-1.42451011108551,-2.71654027511208,-0.895311093236441,-1.17777391041776,-1.26198625293653,-7847.66368852557
-0.148282639151372,-0.106625924634677,-0.171059757375499,0.346212462637462,0.260109439612771,0.683495174761897,0.261579032872533,0.31681495552644,-0.624035635521477,0.602731492264294,-4.96296078400623,0.558714227340888,-0.285142925137534,0,-0.15418028905052,-0.165592855127991,-0.234597985643457,0.16166264133649,0.120965810780741,0.115214051584788,0.0175007669653134,0.622596943596542,-0.364468962107955,-0.0773313752846824,-0.436035469577498,-0.256484889818057,-0.443323404047521,0.264431571686001,-0.0708533717032562,-0.0610172168418195,-0.106974208898249,-0.370463553081842,-0.324260037735346,-0.102942560596096,-2.46801289603162,0.627417997629227,-0.18575267628811,0.118161065104047,-1.24155289930935,-0.129728010143415,-0.038456179319014,0.163549249482749,-0.0185499300299733,-0.215259612204514,-0.0927506529059532,0.581015574982254,0.365609270418423,0.545917691928469,0.717494676237091,0.114109700244331,-0.633750914969305,0.429879886134879,-0.0197045615845356,0.327200784976301,-0.326098358835322,-0.259213206590797,-0.0720287993099473,-0.155095194582647,-0.545693352208999,0.933737781879878,0.968192672775548,0.876360128531438,1.48001425598364,0.261595421205808,-0.648729501179598,-1.55310369209298,-5.7530806994743,-0.184573494053628,-0.41569343675926,-0.714072811462589,-0.983294707680152,-0.0423109573642923,-0.425900730550788,-0.462249635040699,0.471251046538612,-0.780561241034153,0.0122518846883833,-0.396542013241533,0.317266055491947,0.250100447408408,-0.880951944913363,0.804718235254937,-0.184460501325637,-0.81648476612787,-0.0413011682860866,-0.0273034874651235,0.0795645133630331,-0.285769283085769,-1.20909403788738,-0.60291371228049,-1.67254626835867,0.105552845219023,0.477142312997507,-2.12654083255263,-4.23607678574871,-0.817902162370348,-2.90101731580105,-1.03168095819958,-0.0536399909119604,-0.406566543583314,-0.152756677267294,-1.44197495626218,-0.899765571325501,-0.429755706508307,1.53370369751455,2.2301705405192,-0.56593355477505,-1.42451063763909,-2.71654016875086,-0.895313477276367,-1.17777641817173,-1.26198818002997,-7847.66367995763
-0.148287434704756,-0.106585237413879,-0.171118331679831,0.34627600167594,0.260069456327069,0.683438020720601,0.26159408063553,0.316791195596944,-0.624015882667352,0.602721918103394,-4.9629549132637,0.55875627512969,-0.285208379925064,0,-0.154186036563035,-0.165577232447516,-0.234666362589807,0.161758201347417,0.120933786599817,0.115177539822614,0.0174467793662177,0.622586292352183,-0.364503962283804,-0.0773213724116601,-0.435987497372816,-0.256484108798263,-0.443334398898828,0.264519874060052,-0.0708157122370285,-0.0609822274106732,-0.106968629609537,-0.370458297727334,-0.324279431670367,-0.102995763723117,-2.46795578698094,0.627429549435992,-0.185703233128577,0.11812886498853,-1.24151898019703,-0.129720025001402,-0.0384829981975373,0.163593465530584,-0.0185485669584987,-0.215208964178136,-0.0927433272611182,0.581078542596211,0.365540539547539,0.545944986527983,0.717476109313646,0.114164230243735,-0.633741845250241,0.429973850969484,-0.0196890705719638,0.327166821069708,-0.326163247347217,-0.259164128061902,-0.0720121418395076,-0.155042313395399,-0.545558176357215,0.933726071996157,0.968188519304502,0.876342905155476,1.48006660883457,0.261526800170796,-0.648709536299693,-1.55308490692444,-5.75309725717383,-0.184535890133721,-0.41571624348484,-0.714071211847755,-0.983228458772031,-0.0424225401515886,-0.426011997265071,-0.462244331416494,0.471245737463075,-0.780547545604921,0.0122350695948146,-0.396521396107894,0.317251322185492,0.250102433897301,-0.880949613615062,0.804703314332366,-0.184452588038442,-0.816573640712883,-0.0413180016168435,-0.0274338912690048,0.0796023997015775,-0.285762859246401,-1.20910035004363,-0.602891035661162,-1.67257854767837,0.105478071209445,0.477136160874214,-2.12649999669873,-4.23606994563441,-0.81790272946012,-2.9010387183199,-1.03176330341767,-0.0536391178082654,-0.406719895453258,-0.152825638139896,-1.44195197739265,-0.899757284122048,-0.429728739242251,1.53369510136049,2.23013534942102,-0.565967063936466,-1.42451591041199,-2.71653875354963,-0.895337840845072,-1.17780189633177,-1.26200830301903,-7847.66366355799
-0.148290179327404,-0.106577060545121,-0.171129077997093,0.346289459178357,0.260060997744492,0.683425921339786,0.261597228542172,0.316786301183744,-0.624011723953864,0.602719877698847,-4.96295364414598,0.558765146261237,-0.28522221039899,0,-0.154188355820822,-0.16557440875961,-0.234678046225114,0.161778452457635,0.12092700162728,0.115169878034219,0.0174352630261452,0.622584067284508,-0.364511397484602,-0.077319267894476,-0.435977407727119,-0.256483950447465,-0.443336665510048,0.264538616341472,-0.0708244790099009,-0.0609753511203696,-0.10696682188917,-0.370457257081962,-0.324283517401411,-0.10300704924578,-2.46794354100942,0.627431846197994,-0.185692689233154,0.118122045578943,-1.24151179231223,-0.129718311835876,-0.0384886812093456,0.163602767725001,-0.0185482824509339,-0.21519904093634,-0.0927420773442921,0.581091793846082,0.365525975281782,0.545950740821723,0.7174723444726,0.11417554103571,-0.633739844040511,0.429993688359078,-0.0196857773821829,0.327159660026321,-0.326176952161943,-0.259153759020122,-0.0720096157418778,-0.155031358446546,-0.54553057903579,0.933723578151361,0.968187639511357,0.876339289206531,1.48007764853587,0.261512297612887,-0.64870531910874,-1.55308094514725,-5.75310071522567,-0.184527916678611,-0.415721061406247,-0.714070881282647,-0.98321456036764,-0.0424459863403757,-0.426035067622372,-0.462243219016654,0.471244610278643,-0.780544652474618,0.0122315302878071,-0.396517059114547,0.317248217854342,0.250102853369288,-0.880949128702671,0.804700163359397,-0.184450924132878,-0.816592445721077,-0.0413224782148219,-0.0274610515465241,0.0796101878045899,-0.285761489742859,-1.20910168590858,-0.602886258610308,-1.67258535167552,0.105462197815751,0.477134861801999,-2.12649138042677,-4.23606850211125,-0.817902821340115,-2.90104322221974,-1.03178074170062,-0.0536445824616874,-0.406751870750231,-0.152839552998194,-1.44194712331796,-0.899755517073964,-0.429723032577327,1.53369329719992,2.23012792294871,-0.565974145461329,-1.42451703088086,-2.71653845510811,-0.895343003492182,-1.17780729681881,-1.26201258475648,-7847.66364378757
-0.148292257242941,-0.106573693934463,-0.171126642067652,0.346301265306161,0.260053527328872,0.683415343367791,0.261599900699716,0.316782875451402,-0.624008241130076,0.602718177982147,-4.96295257356482,0.55877282686342,-0.285234163430449,0,-0.15419191284402,-0.165577948496007,-0.23467230743018,0.16179579105427,0.120920929823924,0.11516320657769,0.0174259386458146,0.622581771596775,-0.364517597412186,-0.077317521545321,-0.435968603935833,-0.256483947045566,-0.443338263979131,0.264554491756532,-0.0708235564679327,-0.0609736853920902,-0.106964596462356,-0.370456340370707,-0.324287141451138,-0.103016859861501,-2.46793277892883,0.627433808720957,-0.185683359230622,0.118116316409916,-1.24150559071283,-0.12971687522955,-0.038493564407617,0.163611185609871,-0.018548825243805,-0.21519602104579,-0.0927440415568127,0.581102845523092,0.365513230281911,0.545955815043341,0.717469829316378,0.114184519937652,-0.633737724915762,0.430010889330717,-0.019682990182226,0.327153497837544,-0.32618874713554,-0.259144558239407,-0.0720176886638717,-0.155023782803212,-0.545514454837226,0.933721303118194,0.968186913625285,0.876336407571075,1.48008684827227,0.261499835894389,-0.648701803666525,-1.55307753083373,-5.75310336983414,-0.184520774918984,-0.415725254937092,-0.714070608489822,-0.983203470212019,-0.0424651416220547,-0.426051436734961,-0.4622423288955,0.47124357793958,-0.780542167699414,0.0122286147455699,-0.396513484244625,0.317245632108734,0.25010320966399,-0.880948754876106,0.804697458563065,-0.184449559218974,-0.816608965297652,-0.0413049046450694,-0.0274817306353964,0.079614740672987,-0.285760189831618,-1.20910273350981,-0.602882039597466,-1.6725916320791,0.105448017835373,0.477133485127874,-2.12648392432723,-4.23606723682019,-0.817902790066078,-2.90104702672907,-1.03179591218881,-0.0536587919164695,-0.40677591086921,-0.152847082385615,-1.44194289215991,-0.899753917965044,-0.429718061047431,1.53369197335047,2.23012198826801,-0.56598020731924,-1.42451806791542,-2.71653830600272,-0.895347587936558,-1.17781211308396,-1.26201641309849,-7847.66363381045
-0.14827824010073,-0.106576222748166,-0.171065092916645,0.346354050863945,0.260020023507053,0.683368601217422,0.261610850764488,0.316771530864077,-0.623993766328907,0.602710976208821,-4.96294821445494,0.558806777015379,-0.285286967723416,0,-0.154189645757087,-0.165618007849461,-0.234586172122976,0.161871073155113,0.120893724752479,0.115133799314812,0.0173871433623944,0.622570472816026,-0.364544077206273,-0.0773099290440784,-0.435929854763905,-0.25648465465465,-0.443343752971223,0.264622070106722,-0.0708202114295617,-0.0609835517987596,-0.106955229410801,-0.370452468688793,-0.324303458397588,-0.103059945391623,-2.46788439038064,0.627441829458701,-0.185641519055252,0.118092119301134,-1.24147865556487,-0.129710521128183,-0.038514701878205,0.163649598492556,-0.0185482754420932,-0.215206335584708,-0.0927685456669467,0.581149068983256,0.365456628425941,0.545978283397833,0.717462931618283,0.114218831244784,-0.633726361868836,0.430086179006263,-0.0196707495693954,0.327126419468882,-0.326239988634561,-0.259102737570716,-0.0720134985876175,-0.154999342450902,-0.54548512636011,0.933710809287617,0.968183646622799,0.876324760838498,1.48012578061555,0.261446284581899,-0.648687027983181,-1.55306261480732,-5.75311370940885,-0.184488279513584,-0.415743528659542,-0.714068980237044,-0.983159781644026,-0.0425430973643146,-0.42610547422242,-0.462238804229944,0.471238724494213,-0.78053139553465,0.0122166494902752,-0.396498817481436,0.317234870402716,0.250104719912618,-0.880947332879139,0.80468572865392,-0.184443955898082,-0.816682690933181,-0.0413101677155955,-0.0275604208429583,0.0796235676172984,-0.285754105043703,-1.2091068525011,-0.602863436450951,-1.67262091634872,0.105385625056132,0.477126872556181,-2.12645049793672,-4.23606088201356,-0.817903174489191,-2.90106306868086,-1.03186324603465,-0.0536512480596251,-0.406862799840819,-0.152861123706999,-1.44192411048595,-0.899746820809583,-0.429696149168226,1.53368790017459,2.23009978446365,-0.566006213157548,-1.42452296201687,-2.71653848787357,-0.895368266290822,-1.17783403273816,-1.26203345994753,-7847.66359767103
-0.148286477936326,-0.106578232298389,-0.1710613845862,0.346360383208011,0.260016009387993,0.683363059423574,0.261611948491135,0.316771114369757,-0.623992048775523,0.602710120800776,-4.96294745873325,0.558810301214094,-0.285293049219416,0,-0.154183073151751,-0.165620189383547,-0.234585635683018,0.161879592188687,0.120890521869193,0.115130193790742,0.0173830225737771,0.622569060076567,-0.364546772258922,-0.077308869499589,-0.435926015372013,-0.256484627893102,-0.443344052058438,0.264629785465811,-0.0708194988177259,-0.0609851025055719,-0.106958403846579,-0.370452062047005,-0.324305132686117,-0.103064686690767,-2.46787921988567,0.627442461064507,-0.185636992918761,0.118089372539068,-1.24147557631007,-0.129709773843334,-0.0385168865008127,0.163653941563478,-0.0185479360338177,-0.215209245696943,-0.0927716153976634,0.581153806446236,0.36544997295723,0.545980935539083,0.717463153177923,0.114221235954014,-0.6337247501516,0.430094619986556,-0.0196692775527484,0.327123265814606,-0.326245640842031,-0.259097771143197,-0.0720187759035384,-0.154998683558033,-0.545490469867875,0.933709588370619,0.968183342889606,0.876323775273686,1.48012961005965,0.261440813917213,-0.648685576492197,-1.55306091645855,-5.75311452895758,-0.184484400823554,-0.415745560141556,-0.714068631110703,-0.983156042208019,-0.0425499664906771,-0.426107327277368,-0.462238511085362,0.471238052874178,-0.780530192117536,0.0122155169771442,-0.396497490040064,0.317233814493533,0.250104862715881,-0.880947262392099,0.804684432655213,-0.184443399870693,-0.816691349164316,-0.0413125546646424,-0.0275652799808928,0.0796226223351071,-0.285753243576755,-1.2091072284062,-0.602861305256532,-1.67262469191,0.105378316813622,0.477125910840703,-2.12644668702302,-4.23605998200258,-0.817903178934848,-2.90106473837397,-1.03187114589152,-0.0536501117765839,-0.406867498511439,-0.152858466800045,-1.44192193843982,-0.899745961416698,-0.429693600885103,1.53368783810312,2.23009806871835,-0.566009045543818,-1.42452357335651,-2.71653867147553,-0.895370809291786,-1.17783673234949,-1.26203551256473,-7847.66359326032
-0.148291872978389,-0.106598165482061,-0.171055182540732,0.346409031610528,0.259985193464839,0.68332163702182,0.261618683279023,0.316772023164856,-0.623980331755881,0.602704259771668,-4.96294195931665,0.558835493599973,-0.285338230579563,0,-0.154182362956776,-0.165622829862293,-0.234611561610529,0.161942898631165,0.120865711348637,0.115102302713742,0.0173540835596971,0.622556328785499,-0.364565202262271,-0.0773004225571813,-0.435898450025302,-0.256483946808943,-0.443345479009295,0.264687624832044,-0.070821605758799,-0.0609966491437864,-0.106988392277885,-0.37044928815363,-0.324316512346463,-0.103099215289053,-2.46784248400712,0.627445533273007,-0.185604426166779,0.118068990237799,-1.24145305112782,-0.129703892081732,-0.0385322638238337,0.16368603258043,-0.018548366270894,-0.215234682927544,-0.0927851198251506,0.58118685923842,0.365399438262272,0.546001339434877,0.717469041874288,0.114232765533293,-0.633711566645083,0.430157495934218,-0.0196588567668473,0.327099860716738,-0.326287018207508,-0.259060146792167,-0.0719984374402744,-0.155001437848974,-0.545562946020942,0.93370037900134,0.968181219600565,0.876317441901181,1.48015625547816,0.261403457817164,-0.648675745603634,-1.55304802882771,-5.75311989571533,-0.18445440313833,-0.415760540312399,-0.714064895748888,-0.983132828799405,-0.0425928693549229,-0.426103749345558,-0.462236751219315,0.471232557316967,-0.78052123616369,0.0122079062568353,-0.396488640450359,0.317226565579888,0.250105794822157,-0.880947058496276,0.804674855986039,-0.184439559903658,-0.816756908144549,-0.0413012058239498,-0.027584031557588,0.0796082291063838,-0.285746076420373,-1.2091095793149,-0.60284524824546,-1.6726547384468,0.10532267508279,0.477117685404939,-2.12641798612973,-4.23605274732965,-0.817902810017789,-2.90107664511946,-1.03193097802302,-0.0536498527266829,-0.406881617244802,-0.152822460298983,-1.44190558308529,-0.899739274419628,-0.429674357646871,1.53368904456401,2.23008833452512,-0.566029736143164,-1.42452831950258,-2.71654070426651,-0.895390645706977,-1.17785779813815,-1.26205143408101,-7847.66357470385
