"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"mu_scalingFactor",0.123182441897917,0.00368624931007147,33.4167419336944,0.00740968036335299,16.6245284354176
"sigma_scalingFactor",0.0576509926809667,0.0030382922914245,18.9748013526167,0.00524521309485233,10.9911631116657
"mu_wtp_Acceleration",-1.35767779992011,0.112956232278807,-12.0195032405913,0.234524561015643,-5.78906445465877
"sigma_wtp_Acceleration",1.37381794261348,0.191170051892286,7.18636590310473,0.448086144934272,3.06596835930958
"mu_wtp_OpCost",-1.75520577361273,0.0819081620240931,-21.4289483518925,0.141997798487935,-12.3607956764334
"sigma_wtp_OpCost",-1.34507136299018,0.0913429775244366,-14.7255038038402,0.156518502833666,-8.5936891718138
"mu_wtp_hev",1.37664697786024,0.656577299721091,2.09670206150141,1.14750367281917,1.19968851557409
"sigma_wtp_hev",-3.8966165978285,1.06862706152696,-3.64637649383558,2.2007718779266,-1.77056815243367
"mu_wtp_phev20",0.295097322929376,0.64251654570173,0.459283616746527,1.12359097033045,0.262637677519416
"sigma_wtp_phev20",2.56915431699973,0.800594574375224,3.20905786677942,1.42578873320577,1.80191795401777
"mu_wtp_phev40",1.30219074021639,0.638788406253125,2.0385322079568,1.16333282388138,1.11936215800369
"sigma_wtp_phev40",2.44090677984448,0.82883416800548,2.94498812195245,1.23155365329512,1.9819735610492
"mu_wtp_bev",-3.85779741502831,0.717196615288634,-5.37899556800857,1.32572672064439,-2.90994920367387
"sigma_wtp_bev",14.2634702136973,0.661791017422967,21.5528313896427,1.64260924017008,8.68342260890999
"mu_wtp_bevRangeRel",4.84440403496804,0.302396618071828,16.0200337750383,0.642318713983196,7.54205650482539
"sigma_wtp_bevRangeRel",5.6205422388256,0.327863747066206,17.1429207685186,0.698804369788963,8.0430839900486
"mu_wtp_noBEVFC",-2.73786951831587,0.477166511734015,-5.73776543615036,0.742028894225985,-3.68970742193504
"sigma_wtp_noBEVFC",-1.22566477321474,0.80808184527145,-1.51675821005855,1.3877909394257,-0.883176808836889
"mu_wtp_american",-1.0956040100786,0.515304595078997,-2.12612893527689,0.847843668568258,-1.29222408646246
"sigma_wtp_american",3.7337621106493,0.688395539193502,5.42386157095619,1.68499032065683,2.21589528727609
"mu_wtp_chinese",-20.8977244564668,0.882316145547257,-23.6850754255494,1.84534183513166,-11.3245817434014
"sigma_wtp_chinese",-19.3020473013227,0.916955863242505,-21.0501378256828,1.87841049342828,-10.2757343875857
"mu_wtp_japanese",-0.0712644427033116,0.526925031116459,-0.135245886027306,0.984337699044544,-0.0723983677273409
"sigma_wtp_japanese",-4.68176451888629,0.742531068145282,-6.30514293574349,1.63983386817432,-2.85502367633049
"mu_wtp_skorean",-3.6730261938661,0.535947603350204,-6.85333075641358,0.927474089278164,-3.96024669187766
"sigma_wtp_skorean",4.52233514747364,0.731315428009848,6.1838366514165,1.28586805437416,3.51695116158296
