"row_num","gen_method","b_Price","b_Acceleration","b_OpCost","b_hev","b_phev20","b_phev40","b_bev","b_bevRangeRel","b_noBEVFC","b_american","b_chinese","b_japanese","b_skorean","lambda_ICE","lambda_BEV","alpha_PHEV_ICE_logistic","LL1","LL2","LL3","LL4","LL5","LL6","gradNorm1","gradNorm2","gradNorm3","gradNorm4","gradNorm5","gradNorm6","stop_ef","stop_status","pruned_optima_row","end_conv","end_LL","end_ef","end_outcome_status","end_index"
55,"logit_random",-0.0678899546876512,-0.111714766497084,-0.314689682665814,-0.0755955293712053,0.0750723657946094,0.350821387977819,-0.575511361133321,0.714207899854148,-0.0587265340956823,-0.273379909189963,-0.279766847273666,-0.0150118166329152,-0.360646804795141,0.848842931217514,0.542710392242298,0.539783182060142,-12303.2685764099,-9288.47938875654,NA,NA,NA,NA,NA,120.995671902178,NA,NA,NA,NA,0,"pruned_test1_too_close",89,1,-9285.91618511744,1,"best",4
56,"logit_random",-0.120760360960266,-0.20084905413903,0.0722181313806786,0.0563786169683876,0.0301144677542293,0.21634930915753,-0.730623297127724,-0.183517197344378,-0.721946929438873,-0.143978260317244,-0.145852417852258,-0.00335746295669966,-0.479361020887593,0.504962993036024,0.657066043079831,0.445672243953871,-14252.4484448835,-9325.63916286319,-9325.40490128869,-9324.25413960257,-9285.97941988759,-9285.97326757034,NA,324.964643793206,90.3745463147072,302.160848384844,42.3183371449765,7.02820068487787,3,"test0_worse_conv",0,1,-9285.97326757034,3,"test0_worse_conv",56
57,"logit_random",0.0162550664315046,0.0615939794048152,-0.323250344738509,0.063824472517738,0.0306816547511122,0.232667409242723,-0.44945353253492,0.337163975923205,-0.584877720406664,0.195753102333569,-0.957851330789936,-0.0714001568639489,-0.740937833689112,0.120794846317731,0.236383570837788,-0.583096626956707,-30618.5012651863,-9288.56015519756,-9285.91618568598,NA,NA,NA,NA,332.197174744457,0.0259019539470315,NA,NA,NA,4,"dup_best_test0_conv",4,1,-9285.91618511744,1,"best",4
58,"logit_random",-0.156707270786331,-0.11513001406,-0.263161796987705,-0.0101165731359425,0.00916336851146898,0.658572037537044,-0.118822497652342,-0.128777593951625,-0.138891127509888,-0.219127718418443,-2.16986547112048,-0.0147053980449839,-0.505748383724209,0.448479103371501,0.0252769644046202,0.714908957196771,-111928.939327303,-9548.43735664426,-9285.97513247959,-9285.92992583825,NA,NA,NA,339.709963017474,37.5824798784291,8.28897071007943,NA,NA,4,"dup_best_test0_conv",94,1,-9285.92252182874,3,"test0_worse_conv",94
59,"logit_random",-0.0878012869023903,-0.246163326618447,-0.223420171434419,0.124370131373125,0.018394993962234,0.111007089297726,-0.29197567681348,-0.373863544981043,-0.450518501531415,-0.0252556820715402,-1.75630896267773,-0.136128827166703,-0.403154403102016,0.370508660306223,0.530894531486556,0.337258559924255,-13233.8754390585,-9287.19157433035,NA,NA,NA,NA,NA,72.1988484455844,NA,NA,NA,NA,0,"pruned_test1_too_close",4,1,-9285.91618511744,1,"best",4
60,"logit_random",-0.00125909807568382,0.0277007920658722,0.118343928061879,0.065930180497427,0.00283326828115263,0.282455065512142,-0.531587581561816,0.452490395343424,-0.554002076463463,-0.0684575570575341,-0.667335166606354,-0.106224096359406,-0.566657400143094,0.0357001658761874,0.211378705082461,-0.365696101014634,-29977.0204970074,-9728.9230417352,-9286.07899304167,NA,NA,NA,NA,2394.86119263086,130.751968739224,NA,NA,NA,0,"pruned_test1_too_close",64,1,-9285.95032250244,3,"test0_worse_conv",64
61,"logit_random",0.078544455285972,-0.0564677616932057,-0.243196896581897,0.074898559298726,0.00947272328399944,0.200492275117437,-0.0242733691604433,0.280852048600653,-0.0603826941433176,-0.086492011967621,-1.36065241514115,-0.0671459648955478,-0.65889941894555,0.76515523779206,0.538771328115836,0.165794109815343,-24914.8544094664,-9286.71581308153,NA,NA,NA,NA,NA,486.032462819421,NA,NA,NA,NA,0,"pruned_test1_too_close",18,1,-9285.92252182874,3,"test0_worse_conv",94
62,"logit_random",-0.0639462030211476,0.166170072122728,-0.143458079190267,-0.0418385669127637,0.00832198458807411,0.271267948426782,-0.572160398733191,0.452396691751117,-0.098612100611301,-0.185408937948587,-0.565422744397349,-0.0162346166975556,-0.487009175407378,0.365277433181182,0.105805071787909,0.675856646850555,-21705.3882784495,-9382.57180403527,-9285.92402034334,NA,NA,NA,NA,1020.5565596317,19.7057395675296,NA,NA,NA,0,"pruned_test1_too_close",94,1,-9285.92252182874,3,"test0_worse_conv",94
63,"logit_random",-0.117774570737232,-0.0780591377970062,-0.217914103130256,-0.0174598476010711,0.00825791537518148,0.124563483168304,-0.249429031299325,0.528891915717272,-0.327531693544727,0.0643643531508935,-1.03681143409042,-0.00887398194954971,-0.617118252568002,0.780170053965412,0.339034503577277,-0.134115150885694,-13733.3927640549,-9301.34745810506,-9285.91619063791,NA,NA,NA,NA,689.890770675408,0.690247851465344,NA,NA,NA,4,"dup_best_test0_conv",4,1,-9285.91618511744,1,"best",4
64,"logit_random",-0.0444946370639717,0.0271586581358338,-0.135771065076587,0.05877931136082,0.00225509896448409,0.0377362087839957,-0.227478304476201,0.484372628499476,-0.303155934235978,-0.0360664230065035,-2.52965174147188,-0.123687862722753,-0.210597162706614,0.296289554378018,0.730375539851375,-0.280834548060118,-11522.8629611144,-9286.0231360041,-9285.95037904141,-9285.95032250244,NA,NA,NA,43.2319018840953,11.8304301584145,6.98463279878813,NA,NA,3,"test0_worse_conv",0,1,-9285.95032250244,3,"test0_worse_conv",64
65,"logit_random",-0.124062381584777,-0.0269345130338201,-0.118628121502164,0.0490296149437225,-0.00938216678387242,0.0489367761906991,-0.44612219708686,0.322238302000449,-0.490017888925588,-0.135019125005043,-1.87052486635356,0.0216036571852084,-1.00651641417608,0.799925772720017,0.89497009631712,-0.42490176567189,-10616.4524091214,-9285.9221803044,NA,NA,NA,NA,NA,9.73212442658712,NA,NA,NA,NA,0,"pruned_test1_too_close",1,1,-9285.91618511744,1,"best",4
66,"logit_random",-0.0521536767707935,-0.121563727200309,-0.202443300347214,-0.0379758742640346,0.00746588404247708,0.0948446662976922,-0.443787676035993,0.2036880507638,-0.126001598893884,-0.187104600913722,-2.10252193156034,-0.0339573618474982,-0.30553854867239,0.524303104430437,0.839141205307096,-0.608171009388285,-10156.9876470869,-9285.94611604889,NA,NA,NA,NA,NA,7.70418020780657,NA,NA,NA,NA,0,"pruned_test1_too_close",29,1,-9285.91618511744,1,"best",4
67,"logit_random",-0.0559987425914325,0.00314883215911753,-0.193380448756675,0.0997905632078941,-0.0105765685017193,0.0496796265683119,-0.0375384069902917,-0.178192819083788,-0.416374114435507,-0.280367345946083,-1.70089426323172,-0.060345164757687,0.240683340474347,0.70204521374777,0.7017182488041,0.228571765175301,-10931.6311392177,-9285.97808949051,NA,NA,NA,NA,NA,21.4916402856899,NA,NA,NA,NA,0,"pruned_test1_too_close",66,1,-9285.91618511744,1,"best",4
68,"logit_random",-0.0886172477540002,-0.183010185246378,-0.246960151915796,0.207102789291339,0.0423503164867552,0.188234367169041,0.0510087675721171,0.523773929101774,-0.054549630619267,-0.0833300123391695,-1.6225641531055,-0.0752996831008904,0.158016608129716,0.636571257230826,0.419037404083647,-0.24233572923556,-12274.0614091891,-9289.5259938837,NA,NA,NA,NA,NA,707.626205095275,NA,NA,NA,NA,0,"pruned_test1_too_close",87,1,-9285.91618511744,1,"best",4
69,"logit_random",-0.00620841089150316,-0.100403126469013,0.0435446652967477,0.095957054123266,0.000259765115713337,0.263025883856299,-0.00820661386117122,0.28103013407358,-0.396468202204028,-0.0382923368565582,-0.607143268170814,-0.0114497412824605,0.0284333043981689,0.294801667346619,0.647633420145139,-1.20247035620881,-11597.4094301111,-9286.18086945106,-9285.93400477598,NA,NA,NA,NA,175.425521708617,22.4992071329834,NA,NA,NA,0,"pruned_test1_too_close",62,1,-9285.92252182874,3,"test0_worse_conv",94
70,"logit_random",-0.00534582148097024,0.0500059513011922,-0.107508398646005,0.100862061411833,0.00585081425054866,0.312572660074053,-0.106821884700311,0.394640522550628,-0.462845472829737,-0.108907057329755,-1.50833881244196,-0.180290994797975,-0.400809722476267,0.187082792241126,0.969837488248013,0.342577662178289,-12141.2710785584,-9292.09637421872,NA,NA,NA,NA,NA,1544.36981725229,NA,NA,NA,NA,0,"pruned_test1_too_close",57,1,-9285.91618511744,1,"best",4
71,"logit_random",-0.102634540753975,-0.189131478341488,-0.175539491642145,-0.0400488869661246,0.0105848110012149,-0.0117088382209734,-0.313215053027238,0.889617313462115,-0.181433938836556,-0.0729586730439327,-2.23903433764778,-0.0838631545852227,-0.79723623372589,0.718853290015832,0.988228449067101,0.547548589413344,-10479.5443756905,-9285.95048537158,NA,NA,NA,NA,NA,33.2015041106119,NA,NA,NA,NA,0,"pruned_test1_too_close",29,1,-9285.91618511744,1,"best",4
72,"logit_random",-0.0290073637052329,-0.167376416882207,0.0205042394414848,0.0623135629348982,0.0168285800017615,0.190438201324513,0.0958929315025559,0.343537769664738,-0.381712975154929,-0.0709874172726674,-1.39375683888492,-0.0170393543753658,-0.34145656400678,0.593285651719198,0.175302388360724,0.237103610834922,-13984.6054809269,-9350.68565752757,-9285.91709862958,NA,NA,NA,NA,2003.87189279082,5.53139720591996,NA,NA,NA,0,"pruned_test1_too_close",4,1,-9285.91618511744,1,"best",4
73,"logit_random",-0.184190759586547,-0.146641438278062,-0.103524421732059,0.154346318240237,0.00750379356632755,0.145795492602206,-0.00536653064090326,-0.18953146531679,-0.449107073486052,-0.126569183120829,-1.38072237372161,-0.0564924890360409,0.158356460200735,0.917375736082904,0.311958989524283,-0.0929599290664863,-19306.2866682241,-9382.88648475949,-9285.91623140233,NA,NA,NA,NA,542.14118549896,0.808067911246378,NA,NA,NA,0,"pruned_test1_too_close",4,1,-9285.91618511744,1,"best",4
74,"logit_random",-0.169217543931384,-0.299612819824138,-0.188321530605089,0.0138361695965621,0.0255941953853404,0.447516060109294,-0.250748986362043,0.139629843171981,0.417319565536915,-0.255603423251289,-2.09249113938982,-0.101164370920436,-0.317264569130885,0.043091751569882,0.198671776135452,-0.66264913172107,-44058.047059276,-9449.92170034111,-9286.01387217298,NA,NA,NA,NA,1593.94038432957,137.505043247128,NA,NA,NA,0,"pruned_test1_too_close",58,1,-9285.92252182874,3,"test0_worse_conv",94
75,"logit_random",-0.284972691942718,-0.188178935968807,0.0398966878928673,0.176937119128922,0.00481705978724506,0.185912708137891,-0.190204597122388,0.371070446482642,-0.00175123310310837,-0.186760013301951,-1.59588884652321,-0.0278388932254037,-0.268130158987904,0.582435357519425,0.412068288540468,-0.0245181924673073,-24934.9275041368,-9299.06790562952,-9285.9161852282,NA,NA,NA,NA,1441.99666462063,0.0525226409474409,NA,NA,NA,4,"dup_best_test0_conv",4,1,-9285.91618511744,1,"best",4
76,"logit_random",-0.0557554374843205,-0.17071848976255,0.135104255402684,0.025164178112878,0.00147006245675826,0.00359608227299468,-0.0883273474081963,0.369869375698856,0.0496083166138777,-0.253597626126297,-1.80091544061847,-0.158821895826625,-1.03750754285759,0.152291396958753,0.1372010227805,0.607497490996201,-25009.9364706711,-9406.02287360166,-9285.91664503855,NA,NA,NA,NA,3437.71700664985,0.454091857994496,NA,NA,NA,0,"pruned_test1_too_close",4,1,-9285.91618511744,1,"best",4
77,"logit_random",-0.0900121828158626,-0.0433098886348717,-0.185497565830232,0.0696285856774265,-0.00140454726065826,0.403950017009492,-0.289400079970621,0.467502438637115,0.268952088324137,-0.0658002383217998,-0.638480577246981,-0.0449536360811015,-0.552051243218735,0.400367721612565,0.731079924949445,0.0965485668870994,-10821.4333843446,-9286.48190039334,NA,NA,NA,NA,NA,21.0877503056346,NA,NA,NA,NA,0,"pruned_test1_too_close",83,1,-9285.92252182874,3,"test0_worse_conv",94
78,"logit_random",-0.22648933055259,0.0727057885583466,-0.0937868669460457,0.0211895764938917,0.0350078028323066,0.00278547850465996,-0.195912549810768,-0.188250984442061,-0.0904713213155671,-0.232558409710733,0.762007561697951,-0.00783482982150008,0.16502816023738,0.24486907850951,0.875317984316498,0.477270501612437,-21961.6418006602,-9331.00119692548,-9286.05779911751,NA,NA,NA,NA,2297.44280030985,0.140701699811933,NA,NA,NA,3,"test0_worse_conv",0,1,-9286.05779911751,3,"test0_worse_conv",78
79,"logit_random",-0.043767499183986,-0.0855592460446938,-0.139419326005228,0.00638592616271463,0.0113182335538811,0.0308168646283776,-0.346616093346555,0.253985781413938,-0.49610016028991,-0.311760992042017,-0.607613400121167,-0.00866156478453969,-0.701285348454569,0.751773602343164,0.0755857316730544,-0.669699905986447,-22952.7146990742,-9602.64811021633,-9286.47157546516,-9285.93845454701,NA,NA,NA,8517.65203057803,112.427569813432,45.9429916277656,NA,NA,0,"pruned_test1_too_close",58,1,-9285.92252182874,3,"test0_worse_conv",94
80,"logit_random",-0.108205960949523,-0.0923506657304856,-0.216765907813351,0.128872790212246,0.018144570248146,-0.0811731960459116,-0.273663928696403,0.338736830377018,-0.166085074617205,-0.0841509276491157,-3.02282736366631,-0.115926770238486,-0.395533662757087,0.967210436207242,0.707670040163212,0.0807681745864284,-11229.1059404013,-9286.08648733473,NA,NA,NA,NA,NA,44.8143015395089,NA,NA,NA,NA,0,"pruned_test1_too_close",40,1,-9285.91618511744,1,"best",4
81,"logit_random",0.054161950114633,-0.102247859626011,-0.209313635280715,0.101310480674339,0.020876537431929,0.100711932783642,0.133376752319001,0.1668805365376,-0.206506311304512,-0.240520672681898,-0.687499219388324,-0.155006031537523,0.00467949433367026,0.76331284772139,0.0910178836248815,-0.354629277108745,-52333.509217533,-9296.76444839058,-9285.91618645464,NA,NA,NA,NA,349.90987028552,0.297881687009737,NA,NA,NA,4,"dup_best_test0_conv",4,1,-9285.91618511744,1,"best",4
82,"logit_random",-0.18777281686449,-0.129260156950292,-0.121783581295018,0.107558279135106,0.0188882343855207,-0.0894225804815157,-0.156624776427013,0.220761272259702,-0.0684387610734327,-0.0618684018946263,1.36043586629452,0.0227534662979403,-0.364137319629135,0.367565063801594,0.732271740660071,0.437307308876908,-19241.823650868,-9286.05889673151,-9286.04915535686,NA,NA,NA,NA,50.3242648894003,1.96882330253242,NA,NA,NA,3,"test0_worse_conv",0,1,-9286.04915535686,3,"test0_worse_conv",82
83,"logit_random",-0.0236327272098651,-0.130002053430568,0.0207134882954149,0.0844194850884047,0.0213357216413932,0.253111723316135,-0.352368327911278,0.221120301029016,-0.433903108669729,-0.0921376815577314,-0.270941436381372,-0.0722131511086948,-0.0937398812908816,0.761491902130656,0.643830470270477,-1.1295234593134,-10816.8554788688,-9286.47829697421,NA,NA,NA,NA,NA,99.8018260944308,NA,NA,NA,NA,0,"pruned_test1_too_close",12,1,-9285.92252182874,3,"test0_worse_conv",94
84,"logit_random",0.0122374118387791,0.0080621982261929,-0.213832398431333,0.0559460252074287,0.0171328887419769,0.256502606779091,-0.219963804983607,-0.0923467691163684,-0.0418018520635701,-0.222590400752561,1.28557303054815,-0.117514497271828,-0.196528186798871,0.975255343704484,0.0368823206983507,0.476384269057688,-91662.0388026114,-10630.4501751585,-9287.08756502145,NA,NA,NA,NA,976.192178670471,294.886995516922,NA,NA,NA,0,"pruned_test1_too_close",79,1,-9285.92252182874,3,"test0_worse_conv",94
85,"logit_random",-0.0776815178224438,-0.0869556180247421,0.0126363110035788,0.076679583590509,0.0326831582761585,-0.00250497259602886,-0.296186092347231,0.0364150869090981,-0.219623896007706,-0.104951238313383,0.641340014750398,-0.0708326070521913,0.123761895805197,0.36372991012875,0.760814363076352,-0.739363669490954,-12378.3247787948,-9285.93361698479,NA,NA,NA,NA,NA,59.6339000803723,NA,NA,NA,NA,0,"pruned_test1_too_close",7,1,-9285.91618511744,1,"best",4
86,"logit_random",-0.150795225237859,-0.150745206067856,-0.123275640669558,0.0583808816483154,0.0254642268421374,0.0791934963496351,-0.35927636571558,-0.396600119623413,0.101071364793192,-0.000708527162121192,-0.0800814241191019,-0.00141104610160447,-0.997042061673041,0.775660531716421,0.600298174405471,-0.562382294772046,-15412.1254990944,-9285.91657303513,-9285.91656640611,NA,NA,NA,NA,3.56311555992559,4.26086092926207,NA,NA,NA,4,"dup_best_test0_conv",4,1,-9285.91618511744,1,"best",4
87,"logit_random",-0.0353913492345429,-0.0557451747065594,-0.129797784276442,0.0579440585794942,0.00037981077749848,0.200743927998698,-0.0891692767493132,-0.174749003209725,-0.285504077645469,-0.113165614406108,-0.289500661127557,0.025974401769756,-0.855461065607934,0.327944090664387,0.440440599806607,-0.565596561356043,-11599.6699255001,-9288.10366893762,NA,NA,NA,NA,NA,76.773623757986,NA,NA,NA,NA,0,"pruned_test1_too_close",50,1,-9285.91618511744,1,"best",4
88,"logit_random",-0.00787137574504203,-0.000217112679011311,-0.0747266232296767,0.0906920768658288,0.0282800742798413,0.0859066640455353,-0.079409412168289,0.374583346809697,0.514518487636863,-0.160214766330145,-2.31553108828294,-0.0809521295535914,-0.98225036151578,0.599535165238194,0.448772546127439,0.566020878108797,-13536.1981433638,-9287.16095734954,NA,NA,NA,NA,NA,258.576712184466,NA,NA,NA,NA,0,"pruned_test1_too_close",18,1,-9285.92252182874,3,"test0_worse_conv",94
89,"logit_random",-0.0567646159841047,-0.0514069951820892,0.00614440218528227,0.0897173650112506,0.00851243681853034,0.486707553282136,-0.0833978297979088,0.230520430112619,-0.00268690679963879,-0.215677532322124,0.0755285862039259,0.0285765823292538,-0.791899630746625,0.75028199698776,0.39730184938293,-0.12593269015956,-11862.2357331196,-9288.05407097911,-9285.91618644392,NA,NA,NA,NA,53.6512615613341,0.0664394862420785,NA,NA,NA,4,"dup_best_test0_conv",4,1,-9285.91618511744,1,"best",4
90,"logit_random",-0.0907000355013562,-0.178130017688537,0.0380458659737128,0.0812114599428383,0.0213533811708592,0.232397236269588,-0.141254606926878,0.326906646501605,-0.168625374591181,-0.0371698668871232,-1.92454939696341,0.0203890284030319,-0.807718778884641,0.919090459132567,0.427491859551519,-0.0711265318324679,-12090.0608764327,-9289.09411743997,-9285.91618521321,NA,NA,NA,NA,71.0966779566458,0.0170307920737798,NA,NA,NA,4,"dup_best_test0_conv",4,1,-9285.91618511744,1,"best",4
91,"logit_random",-0.0631551134426816,-0.192743761321256,-0.13012072551597,0.0500266253864273,-0.0110710202388598,-0.0360410369265372,-0.195574520144366,0.441597406554897,-0.504117283295705,-0.268810365401754,-2.18687905255871,0.0337487876447716,-0.396624234978695,0.330831252657808,0.112651976179332,0.236875661915823,-21780.5236415264,-9327.79711222565,-9325.51895447251,NA,NA,NA,NA,119.636185900519,0.242624683064325,NA,NA,NA,3,"test0_worse_conv",0,1,-9325.51895447251,3,"test0_worse_conv",91
92,"random",-0.387281206407316,-0.450558258097989,-0.778359299623975,-0.0700204609662221,-0.377672547549328,-0.132561521397374,0.780444587881648,-0.0557594087779192,0.17891885941811,-0.215369950368392,0.0650327440154632,-0.343091206838141,-0.129188719337469,0.618950493060984,0.925227178698406,-0.110452579707883,-27831.5571959727,-9286.97618302213,NA,NA,NA,NA,NA,61.0058658593692,NA,NA,NA,NA,0,"pruned_test1_too_close",29,1,-9285.91618511744,1,"best",4
93,"random",0.523753901149627,0.279414320804663,-0.23574941114073,0.210144369728398,-1.07367957467277,-0.705078713697476,-0.959493437085515,0.0517879603167841,-1.10284263461785,0.712946392370765,-0.346481707691315,0.294602395892588,-0.504239666038881,0.0639192377449945,0.334910197504796,-0.11988746758341,-380848.438910007,-26265.2755725331,-9426.03091594527,-9285.94478065586,-9285.94470711663,NA,NA,1401.32372588498,2061.05627265472,13.6029919566124,7.61917228763126,NA,3,"test0_worse_conv",0,1,-9285.94470711663,3,"test0_worse_conv",93
94,"random",-0.316981423750014,0.0289329228690273,-0.190575840922486,0.13244823030149,0.141969019289889,0.556223757130225,-0.213312239613524,-0.659293912709326,-0.396810249086982,0.109080061948971,-0.282324668201232,-0.473224940994647,0.574059042840286,0.533329374515451,0.613479901337996,-0.0719695137997693,-26749.8992495512,-9335.51341452177,-9285.92263897738,-9285.92252182874,NA,NA,NA,2715.18509444976,17.2141379824912,9.42287107848985,NA,NA,3,"test0_worse_conv",0,1,-9285.92252182874,3,"test0_worse_conv",94
95,"random",-0.412851469542816,-0.511550699796614,-0.00418133332890239,-0.291303510085898,-0.0671367692549831,-0.818452702157379,0.311123293488425,-0.248213463275991,-0.014588500186071,0.414391623456907,-0.219304584339147,0.298655433406676,1.0702065517598,0.858630328490399,0.568439616765827,-0.553638223777361,-32067.5599734253,-9337.01105747766,-9325.2072157916,NA,NA,NA,NA,273.02889899651,15.6129309473279,NA,NA,NA,3,"test0_worse_conv",0,1,-9325.2072157916,3,"test0_worse_conv",95
96,"random",-0.929473042902375,-0.168486792839331,-0.153565409030884,0.265066512395991,-0.678085154109433,-0.341942090953942,0.119604608368398,-0.814666111579477,0.132783698463671,-0.109006422677841,0.314731407489903,0.667194130776681,0.333727066790632,0.397661017440259,0.869575434932485,-0.346842573890379,-62960.5765348659,-9302.25099143576,-9285.91618868426,NA,NA,NA,NA,1542.21105987486,0.160221087646169,NA,NA,NA,4,"dup_best_test0_conv",4,1,-9285.91618511744,1,"best",4
97,"random",-0.417329023663998,0.913009644396153,0.0413107002694156,-0.50199395393433,-1.01475811259939,-0.134710692340924,0.348287320217775,0.788071579154385,-0.279282960788394,-0.707617914447675,0.77280166522156,-0.320272886047227,0.0499871654798328,0.567744155325927,0.967405256899074,-0.672600827782479,-32335.4031638731,-9560.00559810572,-9285.94602592776,NA,NA,NA,NA,7014.8964914846,39.6850658759493,NA,NA,NA,0,"pruned_test1_too_close",3,1,-9285.92252182874,3,"test0_worse_conv",94
98,"random",0.152540504269703,0.426036430212603,-0.0755085186285929,-0.487020756058608,-1.36799636535486,0.663243947810204,0.35320176909363,0.493580883791763,-0.0690048840806407,1.2452213821113,0.768199493017114,-0.139503637036549,-0.349549726526008,0.271330933794379,0.0225866116397083,-0.83721887790011,-525078.114506245,-28173.3051781904,-9974.78468859499,-9286.16665704228,-9286.05806040567,NA,NA,349.297865921439,3190.4961945378,168.93539843868,7.09076344392722,NA,3,"test0_worse_conv",0,1,-9286.05806040567,3,"test0_worse_conv",98
99,"random",0.0336679555845714,0.876410924162764,0.385341373310939,0.50910896777273,-0.26126174508954,-0.303772039792826,0.564367430956013,0.575578182421938,-0.200691009231142,0.0644320282386951,-0.617708048272768,-0.192192589746891,0.175670330064268,0.0580138562992215,0.365337664508261,0.528150309714251,-88703.8570269335,-9503.45821537666,-9313.41517549384,-9285.91742847862,NA,NA,NA,335.478069856045,747.357747906515,10.5758120909526,NA,NA,0,"pruned_test1_too_close",4,1,-9285.91618511744,1,"best",4
100,"random",-0.666360518945458,0.52529113263313,0.426093024839221,-0.303336795493365,-1.1031450268542,-1.20278203721599,0.36003590426818,-0.684063170044712,0.403848980651868,0.38203177099965,-0.0651437111498885,-0.355218102233985,-0.550480894485971,0.940821952335536,0.274341717283241,0.478926627951314,-80276.7375110143,-24097.3359161641,-9938.72016766066,-9285.97873738738,NA,NA,NA,10385.6787128378,6075.33378317801,117.167788430227,NA,NA,0,"pruned_test1_too_close",93,1,-9285.94470711663,3,"test0_worse_conv",93
101,"random",-0.307439897411169,0.174270547320551,-0.361079379899119,0.540511403610055,0.259428478571236,0.344362547316515,-0.228480861394407,0.769798841102605,0.112112118799745,-0.463019102376877,-0.250683498890104,0.588927315538205,-0.348271592129691,0.10045152421575,0.577621362581849,-0.0824460828367507,-39752.2804433789,-9314.6542071851,-9285.91625104166,NA,NA,NA,NA,672.933986774499,3.40390521037047,NA,NA,NA,0,"pruned_test1_too_close",4,1,-9285.91618511744,1,"best",4
